,unique,ei-tuotos-tyyppia,henkiloestoeliikkuvuudet-lkm,julkaisut,kasikirja,koulutus,muu-tuotos,ohjelma,opiskelijaliikkuvuudet-lkm,raportti,selvitys,tapahtuma,toimintamalli,tutkimus,verkkosivut,min,max,std,mean
377,"11Turun yliopistoSCHOLAE FUTURUM - digitaalinen oppiminen, oppimisympäristöt ja toimintakulttuuri tulevaisuuden lukiossa",2,,,,,,,,,,,,,,-0.5,0.9,0.2813084617118823,0.06611111111111112
378,11Turun yliopiston Brahea-keskusOikeudenmukainen laadullinen arviointi oppimisen edistäjänä,1,,,,,,,,,,,,,,-0.2,0.5,0.2522624895547565,0.18181818181818185
379,11Turun yliopiston koulutussosiologian tutkimuskeskusDigiKick,3,,,,,,,,,,,,,,-0.2,0.8,0.3316810143056889,0.23777777777777778
380,123Jyväskylän KoulutuskuntayhtymäValtakunnallinen CERN-tiedeopetusverkosto,,,,,,,,,1,,,,,1,0.0,0.0,,0.0
381,127Etelä-Suomen aluehallintovirasto,,,,,,,,,1,,,,,,0.0,0.0,,0.0
382,140Lahden kaupunkiKielenkärjellä 2.0 ,,,,,,2,,,,,,,,1,0.0,0.6,0.2446484724300046,0.25833333333333336
383,143Itä-Suomen yliopistoDigitaalinen dialogi kodin ja koulun välillä - huoltajat kumppaneina kehittämisen foorumissa ,,,5,,,2,,,,,13,,3,,-0.3,0.3,0.06292528739883946,0.024637681159420288
384,143Nakkilan kuntaSisukkaat - teknologiaoppimisen ja -opetuksen edistäminen osallistavassa opetuksessa,1,,,,,5,,,,,2,2,,,-0.7,0.9,0.23451770626126453,0.2006666666666667
385,143Oulun Steinerkoulun kannatusyhdistys ryWaldorf100 - Steinerkoulut 100 vuotta: Bees & Trees,,,4,,,,,,,,,,,,0.0,0.4,,0.125
386,143Tampereen YliopistoNähdään ja kohdataan yhdessä!,,,,,,,,,,,1,1,,,-0.1,0.1,,0.0
387,143Tampereen kaupunkiHyvinvointia ja digiterveyttä kouluihin,,,1,,,,,,,,,1,,,-0.1,0.0,0.0,-0.05
388,146AFS Intercultural Programs Finland ryNuorten kansainvälisyysosaamisen lisääminen,,,,,,1,,,,,,,,,0.0,0.1,0.07071067811865478,0.05
389,146Biologian ja maantieteen opettajien liitto BMOL ryLukiolaisten kansalliset biologian ja maantieteen kilpailut sekä kansainvälinen olympiatoiminta,,,,,,1,,,,,,,,,0.0,0.0,,0.0
390,146Filosofian ja elämänkatsomustiedon opettajat Feto ryIPO Filosofiaolympialaiset (International Philosophy Olympiad),,,,,,,,,,,,,,1,0.0,0.0,,0.0
391,146Förbundet Hem och SkolaAllmänt verksamhetsbidrag,,,,,,,,,1,,,1,,3,-0.8,0.5,0.07071067811865474,0.009999999999999998
392,146Kansanvalistusseura srEtäkoulu Kulkuri ja Nomadskolan,,,,,,,,,,,,2,,1,0.0,0.1,,0.03333333333333333
393,146Kehittämiskeskus Opinkirjo ryNuorten parlamentti ja Tutki-Kokeile-Kehitä-toiminta,,,,,,2,,,,,,,,1,0.0,0.2,0.0627414669345857,0.13
394,146Kesälukioseura ryKesälukiotoiminta,,,,,,,,,,,,,,3,0.0,0.0,,0.0
395,146Matemaattisten aineiden opettajien liitto MAOL ryNeljän tieteen kisat ja tiedeolympialaiset,,,,,,,,,,,,1,,,0.0,0.0,,0.0
396,146Natur och Miljö rfnaturskolverksamhet på svenska år 2018,,,,,,,,,,,,1,,,0.0,0.0,,0.0
397,146Suomen Leirikouluyhdistys - Lägerskolföreningen i Finland ryUlos Luokasta! Leirikoululähettiläs,,,,,,,,,,,,2,,3,-0.2,0.8,0.18309187155708592,0.18714285714285717
398,"146Suomen Vanhempainliitto ry, Finlands Föräldraförbund rfKodin ja kasvatusyhteisön yhteistyön kehittäminen varhaiskasvatuksessa ja koulussa / järjestöille myönnettävät avustukset",,,,,,2,,,1,,,1,,5,-0.2,0.7,0.24609817868573688,0.10907407407407407
399,146Suomen Ympäristökasvatuksen Seura ry (FEE Suomi)Vihreä lippu -ympäristökasvatusohjelma,,,,,,,,,,,,,,1,0.0,0.0,,0.0
400,146Suomen Youth For Understanding r.y.Suomalaisten vaihto-oppilaiden apurahat,,,,,,1,,,,,,,,,0.0,0.0,,0.0
401,"146Suomen lasten ja nuorten kuvataidekoulujen liittoTaiteen perusopetuksen koulutus- ja tiedotustoiminta, pedagoginen ja muu kehittämistyö ",,,,,,,,,,,,6,,1,-0.2,0.5,0.1195776845187859,0.06299319727891156
402,146Suomi-Saksan Yhdistysten Liitto ryOppilasvaihto Suomi-Saksa-Suomi,,,,,,,,,1,,,,,1,0.0,0.0,,0.0
403,146Suomi-Seura rySuomi-koulujen toiminta,,,,,,,,,,,,1,,,0.3,0.7,0.28284271247461895,0.5
404,152Akaan kaupunki,,,,,,1,,,,,,,,,0.0,0.0,,0.0
405,152Alajärven kaupunki,,,,,,2,,,1,,,1,,,0.0,0.3,0.0,0.075
406,152Alavuden kaupunki,,,,,,1,,,,,,,,,0.0,0.0,,0.0
407,152Apollon Yhteiskoulun kannatusyhdistys ry,,,,,,,,,,,,2,,,-0.2,0.0,0.14142135623730953,-0.1
408,152Asikkalan kunta,,,,,,,,,,,,1,,,-0.3,0.6,0.458257569495584,0.1
409,152Askolan kunta,,,,,,1,,,,,,,,,0.2,0.2,,0.2
410,152Enonkosken kunta,,,,,,,,,,,,1,,,0.0,0.0,,0.0
411,152Espoon Steinerkoulun kannatusyhdistys ry,,,,,,,,,1,,,,,,,,,
412,152Espoon kaupunki,,,,,,1,,,,,,,,,0.0,0.0,,0.0
413,152Espoon kristillisen koulun kannatusyhdistys ry,,,,,,,,,,,,1,,,-0.5,0.9,0.49899899799498604,0.23000000000000004
414,152Forssan kaupunki,,,,,,,,,,,,1,,,0.0,0.9,0.4193248541803042,0.625
415,152Haapajärven kaupunki,,,,,,,,,,,,1,,,-0.3,-0.3,,-0.3
416,152Haapaveden kaupunki,,,,,,,,,1,,,,,,0.1,0.8,0.33166247903553997,0.35
417,152Halsuan kunta,,,,,,1,,,,,,,,,0.0,0.0,,0.0
418,152Haminan kaupunki,,,,,,,,,,,,1,,,-0.6,-0.1,0.3535533905932737,-0.35
419,152Hangon kaupunki,,,,,,1,,,,,,,,,0.0,0.0,,0.0
420,152Hankasalmen kunta,,,,,,,,,,,,1,,,0.2,0.4,0.14142135623730953,0.30000000000000004
421,152Hartolan kunta,,,,,,,,,,,,1,,,0.1,0.1,,0.1
422,152Hausjärven kunta,,,,,,,,,,,,1,,,0.7,0.7,,0.7
423,152Heinolan kaupunki,,,,,,1,,,,,,,,,0.1,0.4,0.21213203435596428,0.25
424,152Helsingin Rudolf Steiner -koulun kannatusyhdistys ry,,,,,,1,,,,,,,,,0.2,0.2,,0.2
425,152Helsingin Uusi yhteiskoulu Osakeyhtiö,,,,,,,,,,,,1,,,0.1,0.7,0.2607680962081059,0.24
426,152Helsingin kaupunki,,,,,,1,,,,,,,,,0.6,0.6,,0.6
427,152Huittisten kaupunki,,,,,,,,,,,,1,,,0.2,0.9,0.4949747468305833,0.55
428,152Hyrynsalmen kunta,,,,,,,,,,,,1,,,0.4,0.4,,0.4
429,152Hyvinkään kaupunki,,,,,,,,,,,,1,,,0.1,0.9,0.4358898943540673,0.4000000000000001
430,152Hämeenlinnan kaupunki,,,,,,,,,,,,,,1,-0.1,0.1,0.1,0.0
431,152Iin kunta,,,,,,,,,,,,1,,,0.8,0.8,,0.8
432,152Iisalmen kaupunki,,,,,,,,,,,,1,,,0.5,0.5,,0.5
433,152Ikaalisten kaupunki,,,,,,,,,1,,,,,,-0.1,-0.1,,-0.1
434,152Ilmajoen kunta,,,,,,1,,,,,,,,,-0.2,0.0,0.14142135623730953,-0.1
435,152Imatran kaupunki,,,,,,,,,,,,1,,,0.0,0.0,,0.0
436,152Isojoen kunta,,,,,,,,,,,,1,,,-0.1,0.0,0.07071067811865478,-0.05
437,152Itä-Suomen suomalais-venäläisen koulun säätiö sr,,,,,,1,,,,,,,,,0.2,0.7,0.23804761428476165,0.45
438,152Itä-Suomen yliopisto,,,,,,,,,,,,1,,,0.0,0.0,,0.0
439,152Janakkalan kunta,,,,,,1,,,,,,,,,-0.1,-0.1,,-0.1
440,152Joensuun kaupunki,,,,,,5,,,,,,,,,-0.7,0.8,0.34645695621416694,0.046111111111111096
441,152Joensuun steinerkoulun kannatusyhdistys ry,,,,,,,,,,,,1,,,0.1,0.1,,0.1
442,152Joroisten kunta,,,,,,1,,,,,,,,,0.0,0.0,,0.0
443,152Joutsan kunta,,,,,,,,,,,,4,,,-0.4,0.9,0.33730604072080894,0.25545634920634924
444,152Juuan kunta,,,,,,,,,1,,,,,1,0.0,0.0,,0.0
445,152Juupajoen kunta,,,,,,,,,,,,1,,,0.2,0.3,0.05773502691896256,0.25
446,152Juvan kunta,,,,,,,,,,,,1,,,0.0,0.0,,0.0
447,152Jyväskylän Seudun Steinerkoulun kannatusyhdistys r.y.,,,,,,,,,,,,1,,,0.2,0.2,,0.2
448,152Jyväskylän kristillisen koulun yhdistys ry,,,,,,,,,,,,1,,,0.8,0.8,,0.8
449,"152Jyväskylän yliopisto, Normaalikoulu",,,,,,,,,,,,1,,,0.2,0.2,,0.2
450,152Jämsän kaupunki,,,,,,,,,,,,1,,,0.0,0.9,0.406201920231798,0.5
451,152Järvenpään kaupunki,,,,,,1,,,,,,,,,-0.8,0.1,0.6363961030678928,-0.35000000000000003
452,152Kaarinan kaupunki,,,,,,,,,1,,,,,,-0.1,-0.1,,-0.1
453,152Kaavin kunta,,,,,,,,,1,,,,,,0.0,0.3,0.17320508075688773,0.1
454,152Kajaanin kaupunki,,,,,,,,,,,,6,,,-0.1,0.8,0.21538219070644873,0.26666666666666666
455,152Kangasalan Kaupunki,,,,,,,,,,,,,,1,0.0,0.0,,0.0
456,152Kankaanpään kaupunki,,,,,,,,,,,,2,,,0.0,0.1,0.07071067811865478,0.07500000000000001
457,152Kannonkosken kunta,,,,,,,,,1,,,,,,-0.1,-0.1,,-0.1
458,152Kannuksen kaupunki,,,,,,,,,,,,1,,,0.3,0.4,0.0577350269189626,0.3666666666666667
459,152Karijoen kunta,,,,,,,,,,,,1,,,0.0,0.0,,0.0
460,152Kauhajoen kaupunki,,,,,,,,,,,,1,,,0.2,0.2,,0.2
461,152Kemijärven kaupunki,,,,,,1,,,,,,,,,0.9,0.9,,0.9
462,152Kempeleen kunta,,,,,,,,,,,,1,,,0.3,0.3,,0.3
463,152Keuruun kaupunki,,,,,,1,,,,,,,,,0.5,0.5,,0.5
464,152Kimitoöns kommun,,,,,,,,,,,,1,,,0.4,0.4,,0.4
465,152Kirkkonummen kunta,,,,,,,,,,,,1,,,0.0,0.5,0.2886751345948129,0.16666666666666666
466,152Kiuruveden kaupunki,,,,,,,,,1,,,,,,0.0,0.0,0.0,0.0
467,"152Kokkolan kaupunki, sivistystoimi",,,,,,,,,,,,1,,,-0.2,0.9,0.49665548085837796,0.3
468,152Konneveden kunta,,,,,,,,,,,,1,,,0.0,0.0,,0.0
469,152Korsnäs kommun,,,,,,,,,,,,1,,,0.4,0.4,,0.4
470,152Kouvolan kaupunki,,,,,,,,,,,,2,,,0.0,0.5,,0.25
471,152Kristinestad stad,,,,,,,,,,,,1,,,-0.3,0.6,0.6363961030678927,0.15
472,152Kronoby kommun,,,,,,,,,,,,1,,,0.2,0.2,,0.2
473,152Kuopion kaupunki,,,,,,1,,,,,,,,,0.0,0.2,0.14142135623730953,0.1
474,152Kurikan kaupunki,,,,,,1,,,,,,,,,-0.5,-0.5,,-0.5
475,152Kyyjärven kunta,,,,,,,,,,,,2,,,0.4,0.4,,0.4
476,152Lahden kaupunki,,,,,,,,,,,,1,,,0.3,0.3,,0.3
477,152Laitilan kaupunki,,,,,,,,,,,,1,,,-0.7,-0.7,,-0.7
478,152Lestijärven kunta,,,,,,,,,,,,1,,,0.3,0.3,,0.3
479,152Lohjan kaupunki,,,,,,,,,2,,,,,,0.5,0.7,,0.6
480,152Loviisan kaupunki,,,,,,,,,,,,1,,,-0.1,0.8,0.3619392214170771,0.45
481,152Närpes stad,,,,,,,,,,,,3,,,0.3,0.9,0.2645751311064591,0.7999999999999999
482,152Pargas stad,,,,,,,,,,,,1,,,-0.5,-0.5,,-0.5
483,152Pedersöre kommun,,,,,,,,,,,,,,1,0.1,0.1,,0.1
484,152Pietarsaari,,,,,,,,,,,,1,,,0.5,0.5,,0.5
485,152Porvoon kaupunki,,,,,,,,,1,,,,,,-0.1,0.4,0.17511900715418266,0.06666666666666668
486,152Raaseporin kaupunki,,,,,,,,,,,,1,,,0.0,0.8,0.4618802153517007,0.4
487,152Rudolf Steiner-Pedagogikens Vänner i Västnyland rf,,,,,,,,,,,,,,2,0.0,0.0,,0.0
488,152Siuntion kunta,,,,,,,,,,,,1,,,0.7,0.7,,0.7
489,152Vaasan kaupunki,,,,,,,,,,,,1,,,0.3,0.3,,0.3
490,152Vantaan kaupunki,,,,,,,,,,,,2,,,0.0,0.0,,0.0
491,152Varkauden kaupunki,,,,,,,,,,,,1,,,-0.1,0.9,0.3789605666967358,0.38888888888888895
492,152Vihdin kunta,,,,,,,,,,,,1,,,-0.2,0.7,0.4725815626252609,0.16666666666666666
493,152Vörå kommun,,,,,,,,,,,,1,,,0.6,0.6,,0.6
494,153Joutsan lukioEuroGlocal,,,,,,,,,1,,,,,,0.0,0.0,,0.0
495,160Myllyteatteri-yhdistys ryTaidetyöpajatoimintaa helsinkiläisille turvapaikanhakijoille,,,,,,,,,,,,1,,,-0.4,0.9,0.4083843505544474,0.63
496,160Rikkaveen kyläyhdistys ryKotona Okussa,,,,,,1,,,,,,,,,0.0,0.8,0.3209361307176243,0.15
497,160Taiteilijat O ryTaidekummi-taidetyöpajat Helsingin kaupungin leikkipuistoissa osana Kotoklubi Kanelin toimintaa,,,,,,,,,,,,,,1,0.0,0.6,0.2429971585175824,0.3285714285714286
498,176Laihian kuntaJOPOLLA PONTTA PERUSOPETUKSEEN - TUUMASTA TOIMEEN,,,,,,1,,,,,,,,1,0.0,0.3,0.07071067811865475,0.15
499,176Laukaan kuntaJOPO2019,,,,,,,,,,,,3,,1,0.0,0.7,0.22360679774997894,0.1
500,176Nakkilan kuntaSatakunnan joustava perusopetus (SataJopo),,,,,,1,,,,,,,,1,0.0,0.5,0.3535533905932738,0.175
501,176Paraisten kaupunkiLOJOPO 2,,,,,,2,,,,,,,,,0.0,0.2,,0.1
502,179Hengitysliitto ry / Ammattiopisto LuoviTimantti - tiedon kanssa matkaten toiminta tehokkaaksi,,,,,,4,,,,,,,,,0.0,0.7,0.08660254037844387,0.22499999999999998
503,179Jyväskylän KoulutuskuntayhtymäSamassa veneessä 6 - Ankkurit alas,,,,,,8,,,,,,2,,,0.0,0.6,0.10606601717798214,0.095
504,179Keski-Uudenmaan koulutuskuntayhtymäVirtaa vertaisilta - LARK-kasi,,,,,,1,,,,,,,,,0.0,0.1,0.07071067811865478,0.05
505,179Kouvolan kaupunkiVETO-TOP2,,,,,,2,,,,,,2,,,0.0,0.0,,0.0
506,179Oulun seudun koulutuskuntayhtymä (OSEKK)Laatusampo 6,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0
507,"179Pohjois-Karjalan koulutuskuntayhtymä, RiveriaLOISTE VI",,,,,,,,,,,,1,,,0.0,0.0,,0.0
508,179Raahen Porvari- ja Kauppakoulurahasto sr#Laatupoweria – Voimaa yhteistyöverkostosta,,,,,,,,,,,,5,,,-0.1,0.1,,0.0
509,179Salon seudun koulutuskuntayhtymäHyvin tekemistä länteen 2019,,,,,,12,,,,,,4,,4,-0.1,0.8,0.1895327150366062,0.13333333333333336
510,179Suomen Diakoniaopisto - SDO OyYhdessä Enemmän 1,,,,,,1,,,,,,1,,2,0.0,0.8,0.21485617751061745,0.1736111111111111
511,179Svenska Österbottens förbund för Utbildning och KulturWorking Quality - Quality in Work 2.0 (senare WQ.2),,,,,,,,,,,,1,,,0.1,0.8,0.3204163957519444,0.3666666666666667
512,179Tampereen Aikuiskoulutussäätiö srLaatuvertaiset,,,,,,,,,2,,,,,1,0.0,0.2,0.08130525295851417,0.05000000000000001
513,179Valkeakosken seudun koulutuskuntayhtymäVertaisarvioinnilla tulosta 2,,,,,,,,,,,,3,,,-0.1,0.0,,-0.03333333333333333
514,179Valtakunnallinen valmennus- ja liikuntakeskus OyJUUPEDA 2 - JotainUuttaUrheiluopistoPEDAgogiikassa,,,,,,,,,1,,,1,,1,0.0,0.6,0.2645751311064591,0.4000000000000001
515,181Porin kaupunkiSatakunnan ja Etelä-Pohjanmaan kuntien hanke avoimien oppimateriaalien kehittämiseksi alueen lukioissa,,,,,,,,,,,,,,1,0.0,0.0,,0.0
516,181Tampereen YliopistoMatemaattisten aineiden verkkokurssit lukioon ja ammatilliseen koulutukseen,,,,,,1,,,,,,,,1,0.0,0.9,0.6363961030678927,0.225
517,181Touko Voutilaisen koulusäätiö srLukiomatematiikan avoimet kurssimateriaalit ja tehtävät,,,,,,,,,,,,,,1,0.3,0.3,,0.3
518,234Biologian ja maantieteen opettajien liitto BMOL ryLukiolaisten kansalliset biologian ja maantieteen kilpailut sekä kansainvälinen olympiatoiminta,,,,,,1,,,,,,,,,0.0,0.0,0.0,0.0
519,234Filosofian ja elämänkatsomustiedon opettajat ryIPO Filosofiaolympialaiset (International Philosophy Olympiad),,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0
520,234Helsingin YliopistoKansallinen ja kansainvälinen StarT-kilpailu,,,,,,,,,,,,,,1,0.2,0.4,0.11547005383792515,0.3333333333333333
521,234Itä-Suomen suomalais-venäläisen koulun säätiö srYhdessä ylöspäin,,,,,,1,,,,,,,,,0.3,0.8,0.2516611478423583,0.5666666666666668
522,234Jyväskylän yliopistoKiihdytin hiukkasen,,,,,,3,,,2,,,,,3,-0.1,0.0,,-0.037500000000000006
523,234Kehittämiskeskus OpinkirjoTutki-Kokeile-Kehitä -kilpailutoiminnan kehittäminen ja laajentaminen,,,,,,,,,,,,1,,,0.0,0.3,0.21213203435596426,0.15
524,234Korsholms kommunMATCUP 2019,,,,,,1,,,,,,,,,-0.2,0.2,0.19148542155126766,-0.05
525,234Matemaattisten Aineiden Opettajien Liitto MAOL ryNeljän tieteen kisat ja tiedeolympiatoiminta,,,,,,1,,,,,,,,1,0.0,0.5,0.2886751345948129,0.16666666666666666
526,234Piilometsä KySience on stage festivaalit Portugalissa,,,,,,3,,,1,,,1,,1,-0.1,0.3,0.07071067811865478,0.041666666666666664
527,"234Tampereen kaupunki, Tampereen lyseon lukioKilpailumatka, 34th CASTIC,  Macao, Kiina",,,,,,1,,,,,,,,,0.0,0.0,,0.0
528,234Viipurin Reaalikoulu OyKenguru-matematiikkakilpailu,,,,,,,,,1,,,,,1,0.0,0.2,0.1,0.15000000000000002
529,25AFS Intercultural Finland ry.Kansainvälinen vaihto-oppilasohjelma,1,,,,,,,,,,,,,,-0.5,-0.5,,-0.5
530,25Agape-keskus ry / Suur-Helsingin kristillinen kouluKouluPlus Suur-Helsingin kristillisen koulun kerhotoiminnan kehittämishanke,,,,,,,,,,,,1,,,0.0,0.9,0.350255009141299,0.4625
531,25Biologian ja maantieteen opettajien liitto BMOL ry.Lukiolaisten kansalliset biologian ja maantieteen kokeet sekä kansainvälinen olympiatoiminta,1,,,,,,,,,,,,,,0.1,0.1,,0.1
532,25Confido - Pohjanmaan kristillinen kasvatusKouluPlus Vaasa - kerho- ja harrastetoiminnan kehittäminen,,,,,,,1,,,,,,,,0.0,0.0,,0.0
533,"25Espoon kristillisen koulun kannatusyhdistys ryKouluPlus Espoossa – tiedettä, taidetta, toimintaa",1,,,,,,,,,,,,,,-0.8,-0.8,,-0.8
534,25Filosofian ja elämänkatsomustiedon opettajat  Feto ryIPO Filosofiaolympialaiset (International Philosophy Olympiad),,,,,,1,,,,,,,,,0.0,0.0,0.0,0.0
535,25Förbundet Hem och Skola i Finland rfAllmänt verksamhetsbidrag,,,,2,,,,,,,,,,,0.0,0.1,,0.05
536,25Jyväskylän kristillisen koulun yhdistys ryKerhotoiminta kukoistamaan,,,,,,,,,,,,2,,,0.1,0.8,0.3728595470391802,0.48333333333333334
537,25KansanvalistusseuraEtäkoulu Kulkuri,,,1,1,,1,,,,,,,,,-0.2,0.9,,0.2333333333333333
538,25Kehittämiskeskus Opinkirjo ryPeruskoulun oppilaskuntatoiminnan tukeminen ja Tutki-Kokeile-kehitä-toiminta,,,,,,3,,,,,,,,,-0.1,0.0,,-0.06666666666666667
539,25Keski-Uudenmaan kristillinen kouluKouluPlus,,,,,,,,,,,,3,,,-0.8,0.9,0.4106960578373928,0.34111111111111114
540,25Kesälukioseura ryKesälukiotoiminta ,,,1,,,,,,,,,,,,0.0,0.3,0.15275252316519464,0.16666666666666666
541,25Kuopion kristillinen yhtenäiskouluKukrin kerhohanke 2,,,,,,,1,,,,,1,,,0.0,0.2,0.03535533905932739,0.07500000000000001
542,25Lahden seudun kristillisen koulun kannatusyhdistys ryKouluPlus,,,,,,1,,,,,,1,,,0.0,0.1,,0.05
543,25Lappeenrannan kristillinen kasvatus ry / Lappeenrannan kristillinen kouluKouluPlus Lappeenranta - Kristillisten koulujen kerho- ja harrastetoiminnan kehittämishanke,,,1,,,,,,,,,,,,0.0,0.0,,0.0
544,25Matemaattisten Aineiden Opettajien Liitto MAOL ryNeljän tieteen kilpailut ja tiedeolympialaiset,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
545,25Oulun kristillinen kasvatus ry.KouluPlus - kristillisten koulujen kerho- ja harrastetoiminnan kehittämishanke ,,,,,,,,,,,,4,,,0.0,0.1,0.0,0.05
546,25Porin Kristillisen koulun kannatusyhdistys ryKouluPlus Porissa - Kristillisten koulujen kerho- ja harrastetoiminnan kehittämishanke,,,,,,,,,,,,1,,,0.0,0.0,0.0,0.0
547,25Suomen Adventtikirkko/KoulutoimiKouluPlus -Kristillisten koulujen kerho- ja harrastetoiminnan kehittämishanke ,,,,2,,,,,,,,,,,0.0,0.5,0.3535533905932738,0.125
548,"25Suomen Vanhempainliitto ry, Finlands Föräldraförbund rfKodin ja päiväkodin / koulun yhteistyön kehittäminen varhaiskasvatuksessa ja koulutuksessa / järjestöille myönnettävät avustukset",,,,2,,1,,,,,,,,,0.0,0.4,,0.16666666666666666
549,25Suomen Ympäristökasvatuksen Seura ryVihreä lippu -ympäristöohjelma,,,,,,1,,,,1,,2,,,-0.2,0.1,,-0.025
550,25Suomen Youth For Understanding rySuomalaisten vaihto-oppilaiden apurahat,1,,,,,,,,,,,,,,0.0,0.6,0.4242640687119285,0.3
551,"25Suomen lasten ja nuorten kuvataidekoulujen liitto ryTaiteen perusopetuksen koulutus- ja tiedotustoiminta, pedagoginen ja muu kehittämistyö",,,,,,,,,,,,1,,,0.0,0.1,0.07071067811865478,0.05
552,25Suomen leirikouluyhdistys - Lägerskolföreningen i Finland ryUlos luokasta! Leirikoululähettiläs,,,,,,,,,,1,,,,,0.1,0.1,,0.1
553,25Suomi-Saksa Yhdistysten Liitto ryOppilasvaihto Suomi - Saksa - Suomi,,,,1,,,,,,,,,,,0.0,0.0,,0.0
554,25Suomi-Seura rySuomi-koulujen toiminta,,,,,,1,,,,1,,,,,0.0,0.2,0.14142135623730953,0.05
555,25Svenska folkskolans vänner rf.Nomadskolan,1,,,,,,,,,,,,,,0.0,0.0,,0.0
556,28Espoon kaupunkiSuomi 100 - Joustava polku korkea-asteelle hyvillä opiskeluvalmiuksilla,,,1,,,,,,,,1,3,,,-0.1,0.6,0.16307478843293904,0.198
557,28Haapajärven kaupunkiTubeta Tiedettä - luonnontieteiden ilmiöt esityksiksi,,,1,,,1,,,,,2,2,,,0.0,0.2,0.0,0.03333333333333333
558,28Helsingin kaupungin opetusvirastoPersonoitu Oppimisprosessisuunnitelma (POPS) –  Lukion pedagogisen toimintakulttuurin muuttaminen aidosti opiskelijalähtöiseksi,,,1,,,,,,,,,1,1,,0.0,0.1,0.0,0.03333333333333333
559,28Itä-Suomen yliopisto/Savonlinnan normaalikouluKoulu360,,,1,,,,,,,,1,,1,,0.0,0.0,0.0,0.0
560,28Joensuun kaupunkiLukion pedagogiikkaa uudistamaan (LUPU),,,1,,,,,,,,,,,,0.3,0.3,,0.3
561,"28Joensuun normaalikoulu, Itä-Suomen yliopistoKoe ja kokeile",,,1,,,,,,,,1,6,,,-0.4,0.9,0.2724526823335535,0.05597222222222223
562,28Joroisten kuntaFrisbaa - Luonnontieteitä ja tietotekniikka liikunnallisesti frisbeegolfin avulla ,,,,,,,,,,,,1,,,0.2,0.7,0.2516611478423583,0.4666666666666666
563,28Jyväskylän koulutuskuntayhtymä / lukiokoulutus liikelaitoseBIG - Oma polku mahtavassa lukiossa,,,,,,,,,,,,12,,,-0.3,0.9,0.2858934736988092,0.24673611111111113
564,28Järvenpään kaupunkiMeidän koulu muotoilee,,,,,,,,,,,,1,,,0.0,0.6,0.2792848008753788,0.34
565,28Kaurialan lukio / Lukioliikelaitos TavastiaMe Muuttajat - uusi tapa toimia,,,,,,,,,,,,3,1,,-0.2,0.9,0.24356388739823148,0.21240079365079362
566,28Kuopion kaupunkiUudet oppimisen arviointitavat ja oppimispolut lukiosta yliopistoon,,,1,,,,,,,,10,1,1,,-0.2,0.8,0.15259029213332212,0.10846153846153847
567,28Lappeenrannan kaupunki/ Saimaan mediakeskusYksilöllistä polkua eteenpäin,1,,2,,,,,,,,2,4,,,-0.2,0.8,0.22149437352076862,0.19074074074074077
568,28Lappeenrannan kaupunki/Saimaan mediakeskusLukion pedagogiikkaa uudistamaan (LUPU),,,1,,,,,,,,2,,,,0.0,0.1,0.07071067811865478,0.016666666666666666
569,28Laukaan kunta/Laukaan lukioLAUKAA VIISAS,,,2,,,1,,,,,1,,,,0.0,0.9,0.2136000936329383,0.06875
570,28Lovisa stad/Lovisa GymnasiumModerna inlärningsmiljöer i Lovisa Gymnasium,1,,,,,,,,,,,,,,-0.4,0.1,0.3535533905932738,-0.15000000000000002
571,28Otavan Opisto / Mikkelin kaupunkiOppikamu - Vertaisoppimisen tukeminen verkossa,,,1,,,,,,,,,1,,,0.0,0.1,,0.05
572,"28Pedersöre kommun, Pedersöre gymmasiumDet gränslösa gymnasiet",,,1,,,,,,,,2,5,,,-0.8,0.9,0.3210937174987453,0.11339781746031746
573,28Raseborgs stadMAKE: Making som ett ämnesövergripande tema i den finländska skolan,,,1,,,1,,,,,1,1,,,-0.2,0.9,0.4419401593001816,0.3104166666666667
574,28Rautalammin kunta/ Rautalammin lukioSisä-Savon lukioden yhteinen tietekniikkahanke,,,1,,,,,,,,2,1,,,0.0,0.2,0.0,0.05
575,28Rovaniemen kaupunki / koulupalvelukeskusLukiot liikkeelle,1,,,,,,,,,,,,,,-0.7,-0.7,,-0.7
576,28Savitaipaleen kuntaVirtaa Kuolimosta,,,,,,,,,,,,,1,,-0.1,0.0,0.05477225575051661,-0.04
577,28Savonlinnan kaupunkiVoit(olla) paras oppija! ,,,,,,1,,,,,1,2,2,,0.0,0.8,0.3056246277925542,0.22222222222222224
578,28Sibbo kommun Främjande av ny verksamhetskultur i gymnasieutbildningen,,,,,,,,,,,,3,,,0.0,0.9,0.2136736305994175,0.41111111111111115
579,28Staden JakobstadInspire Innovation Lab,1,,1,,,2,,,,,,5,3,,-0.1,0.9,0.1990353269251574,0.07958333333333334
580,"28Tampereen yliopiston normaalikoulu, lukioRikotaan rajoja, muutetaan tapoja",,,1,,,,,,,,,1,2,,0.0,0.5,0.17969290635673382,0.25416666666666665
581,"28Turun kaupunki, sivistystoimialaYtimessä ydintaidot",,,1,,,2,,,,,1,3,,,-0.1,0.9,0.26717819035516654,0.22357142857142856
