,unique,haku_id,osa_alue_id,osa_alue_nimi
204,28Itä-Suomen yliopisto/Savonlinnan normaalikouluKoulu360,28,2,02 Esi- ja perusopetus
205,28Helsingin kaupungin opetusvirastoPersonoitu Oppimisprosessisuunnitelma (POPS) –  Lukion pedagogisen toimintakulttuurin muuttaminen aidosti opiskelijalähtöiseksi,28,2,02 Esi- ja perusopetus
206,28Rautalammin kunta/ Rautalammin lukioSisä-Savon lukioden yhteinen tietekniikkahanke,28,2,02 Esi- ja perusopetus
207,28Raseborgs stadMAKE: Making som ett ämnesövergripande tema i den finländska skolan,28,2,02 Esi- ja perusopetus
208,28Rovaniemen kaupunki / koulupalvelukeskusLukiot liikkeelle,28,2,02 Esi- ja perusopetus
209,28Lappeenrannan kaupunki/ Saimaan mediakeskusYksilöllistä polkua eteenpäin,28,2,02 Esi- ja perusopetus
210,29Mikkelin kaupunki / sivistystoimiDigiloikka esiopetusta antavissa päiväkodeissa,29,2,02 Esi- ja perusopetus
211,29Tyrnävän kuntaVerkot kuntoon,29,2,02 Esi- ja perusopetus
212,29Uudenkaupungin kaupunkiEsi - ja perusopetuksen tiet overkkojen hankinnat,29,2,02 Esi- ja perusopetus
213,29Siuntion kuntaSiuntion verkot,29,2,02 Esi- ja perusopetus
214,29Simon kuntaDigitalisaatio lähikouluperiaatteen turvana,29,2,02 Esi- ja perusopetus
215,29Siilinjärven kuntaSiilinjärven langattoman kouluverkko,29,2,02 Esi- ja perusopetus
216,29Enontekiön kuntaValokuitua tunturikouluun Kilpisjärvelle,29,2,02 Esi- ja perusopetus
217,29Iisalmen kaupunkiVerkot vesille - Iisalmeen,29,2,02 Esi- ja perusopetus
218,29Ilmajoen kuntaEhjät verkot - kalaa tulee!,29,2,02 Esi- ja perusopetus
219,29Karvian kuntaEsi- ja perusopetuksen tietoverkkojen hankinnat/ uusi yhtenäiskoulu,29,2,02 Esi- ja perusopetus
220,29Ruskon kuntaVerkot kaikille,29,2,02 Esi- ja perusopetus
221,29Asikkalan kuntaLangattoman opiskeluympäristön luominen koulun sisätiloihin ,29,2,02 Esi- ja perusopetus
222,29Kajaanin kaupunkiKajaanin Tietosampo -langattomat verkot esiopetuksessa,29,2,02 Esi- ja perusopetus
223,29Vörå kommunAnskaffning av datanät för förskola och skola 2016-2018,29,2,02 Esi- ja perusopetus
224,29Kiteen kaupunkiTvt -yhteisöllisyyden palvelijana,29,2,02 Esi- ja perusopetus
225,29Rovaniemen Seudun Steiner-kouluyhdistys ryTurvallinen ja toimiva lähiverkko opetustoiminnan tueksi,29,2,02 Esi- ja perusopetus
226,29Nokian kaupunkiInnoE-polku,29,2,02 Esi- ja perusopetus
227,29Joensuun kaupunkiLAVENNUS – Langattomien verkkojen laajennus projekti,29,2,02 Esi- ja perusopetus
228,29Liedon kuntaTietoLieto,29,2,02 Esi- ja perusopetus
229,29Hangö stadTrådlösa skolor på udden,29,2,02 Esi- ja perusopetus
230,33Lahden Diakoniasäätiö / Lahden diakonian instituuttiNäyttötutkintoaineistojen kehittämishanke (AT),33,4,04 Ammatillinen koulutus
231,33Ammattienedistämislaitossäätiö AEL srTutkintokohtaiset aineistot ja materiaalit,33,4,04 Ammatillinen koulutus
232,33KiipulasäätiöMyynnin ammattitutkinto selkosuomeksi,33,4,04 Ammatillinen koulutus
233,"33Vaasan Kaupunki / Vaasan aikuiskoulutuskeskusSahko_NET, Sähköalan näyttötutkintoaineistojen kehittäminen",33,4,04 Ammatillinen koulutus
234,33Hevosopisto OyHevostalouden valtakunnallisten tutkintomateriaalien päivittäminen,33,4,04 Ammatillinen koulutus
235,34Kajaanin kaupungin koulutusliikelaitos Kainuun ammattiopisto Alkuperäiskarjan hoidon tuki,34,4,04 Ammatillinen koulutus
236,34Ahlmanin koulun Säätiö SrAlkuperäiskarjan hoidon tuki,34,4,04 Ammatillinen koulutus
237,35Ammattienedistämislaitossäätiö AEL srNäyttötutkintoaineistojen ylläpito ja päivitys,35,4,04 Ammatillinen koulutus
238,"35Työtehoseura ryATO5 - Arviointitoiminnan yhtenäistäminen, parantaminen ja kehittäminen rakennustuotealalla ",35,4,04 Ammatillinen koulutus
239,"35Työtehoseura ryATO6 - Arviointitoiminnan yhtenäistäminen, parantaminen ja kehittäminen maarakennusalalla",35,4,04 Ammatillinen koulutus
240,37Koulutuskeskus Salpaus - kuntayhtymäHULA 2 - Huippulaadulla asiakaspalvelun ja palvelualojen taitajaksi ,37,4,04 Ammatillinen koulutus
241,37Kouvolan kaupunki/Kouvolan seudun ammattiopistoAmmattioppilaitosten Venäjä-verkoston joustavat opintopolut,37,4,04 Ammatillinen koulutus
242,37Espoon seudun koulutuskuntayhtymä OmniaHANAKO - Suomi ja Japani Network,37,4,04 Ammatillinen koulutus
243,37Hengitysliitto ry/Ammattiopisto LuoviHenkilöstön kansainvälisyyspolku osaksi osaamisen kehittämistä,37,4,04 Ammatillinen koulutus
244,37Kajaanin kaupungin koulutusliikelaitos Kainuun ammattiopistoKanada verkosto ,37,4,04 Ammatillinen koulutus
245,37Raision seudun koulutuskuntayhtymäThaiGO 3,37,4,04 Ammatillinen koulutus
246,37Helsinki Business College Oy / Suomen Liikemiesten KauppaopistoChiNet 2016-2017,37,4,04 Ammatillinen koulutus
247,37Jyväskylän koulutuskuntayhtymäAmmatillisen koulutuksen Intia-verkosto,37,4,04 Ammatillinen koulutus
248,37Keski-Uudenmaan koulutuskuntayhtymäAKKUNA17,37,4,04 Ammatillinen koulutus
249,37Jokilaaksojen koulutuskuntayhtymä/Ylivieskan ammattiopistoKam'oon China 9,37,4,04 Ammatillinen koulutus
250,37Korpisaaren säätiö / Etelä-Pohjanmaan opistoKAOS 2- Kansainvälisyydestä osaamista työelämään,37,4,04 Ammatillinen koulutus
251,37Helsingin Diakonissalaitoksen säätiö/Helsingin DiakoniaopistoMinun maailmankansalaisuuspolkuni 2,37,4,04 Ammatillinen koulutus
252,37Vantaan ammattiopisto VariaKorea Technet2 ,37,4,04 Ammatillinen koulutus
253,37OSEKK / OSAO / FINPECPotkua kotikansainvälistymiseen / OPH:n kansainvälisyysverkostohankkeiden internetsivut,37,4,04 Ammatillinen koulutus
254,37Vaasan kaupunki / Vaasan ammattiopisto -Vasa yrkesinstitutEurooppalaiset opintopolut - facing the DIGI leap,37,4,04 Ammatillinen koulutus
255,"40Hämeenlinnan kaupunkiUudet varhaiskasvatussuunnitelmat 2017 käyttöön Hattulassa, Hämeenlinnassa ja Janakkalassa ",40,1,01 Varhaiskasvatus
256,40Iisalmen kaupunkiOsaamisella osallistumiseen,40,1,01 Varhaiskasvatus
257,40Imatran kaupunkiKohti uutta johtajuutta,40,1,01 Varhaiskasvatus
258,40Kajaanin kaupunki/sivistystoimiala/varhaiskasvatusVASU17 Osaksi arkea- Kajaanin malli ,40,1,01 Varhaiskasvatus
259,40Vantaan kaupunkiKohti uutta inklusiivista toimintakulttuuria,40,1,01 Varhaiskasvatus
260,40Jyväskylän kaupunki PETU - Pedagogisella tuunaamisella osallisuuden ja oppimisen iloa,40,1,01 Varhaiskasvatus
261,40Järvi-Pohjanmaan sivistyspalvelutKasvatukselliset kahvilat,40,1,01 Varhaiskasvatus
262,40Kangasniemen kunta/VarhaiskasvatuspalvelutKangasniemen varhaiskasvatuksen palveluverkon uudistaminen ja pedagogiikan kehittäminen,40,1,01 Varhaiskasvatus
263,"40Korsholms kommun""Ti arbeit pedagogiskt ilag"" - ett projekt för att skapa gemensamma dokumentationsmodeller och kvalitetskriterier för den småbarnspedagogiska verksamheten",40,1,01 Varhaiskasvatus
264,40Kankaanpään kaupunkiPohjois-Satakunnan VASU 2017,40,1,01 Varhaiskasvatus
265,40Kemin kaupunkiVasun toimeenpano ja arviointi,40,1,01 Varhaiskasvatus
266,40Kempeleen kuntaUudistuva varhaiskasvatus,40,1,01 Varhaiskasvatus
267,"40Kuopion kaupunki, Kasvun ja oppimisen palvelualue, Varhaiskasvatuspalvelut""Lähdetään löytämään"" -innostava arki varhaiskasvatuksessa",40,1,01 Varhaiskasvatus
268,40Kurikan kaupunki/varhaiskasvatusVAPEKO -varhaiskasvatuksen pedagogiikkaa kolmella tasolla,40,1,01 Varhaiskasvatus
269,40Lappträsk kommunHela Byns inlärningspark,40,1,01 Varhaiskasvatus
270,40Liperin kuntaToiminnallisen osallistumisen kehittäminen inklusiivisessa varhaiskasvatuksessa ,40,1,01 Varhaiskasvatus
271,40Lumijoen kunta Uudistuva varhaiskasvatus-täydennyskoulutus ja kehittämishanke,40,1,01 Varhaiskasvatus
272,40Malax KommunTILLSAMMANS - med småbarnspedagogiken i fokus,40,1,01 Varhaiskasvatus
273,40Oripään kunta/VarhaiskasvatusMinä oripääläinen,40,1,01 Varhaiskasvatus
274,40Luvian kuntaLasten ja vanhempien osallisuuden vahvistaminen varhaiskasvastuksessa,40,1,01 Varhaiskasvatus
275,40Orimattilan kaupunki / varhaiskasvatusOrimattilan varhaiskasvatuksen pedagoginen kehittäminen,40,1,01 Varhaiskasvatus
276,"40Helsingfors stad, UtbildningsverketKänn teknologin! IKT som stöd för lärande och delaktighet i daghemmen",40,1,01 Varhaiskasvatus
277,40Virtain kaupunkiEväät hyvään elämään,40,1,01 Varhaiskasvatus
278,40Esbo stadPå väg mot en lärande gemenskap,40,1,01 Varhaiskasvatus
279,40Maija Rikberg Kotkan kaupunkiVuorovaikutuksellisen pienryhmätoiminnan vahvistaminen,40,1,01 Varhaiskasvatus
280,40Limingan kuntaUudistuva varhaiskasvatus Limingassa,40,1,01 Varhaiskasvatus
281,40Laukaan kuntaMUUTOKSEN TUULISSA-toimintakulttuurin kehittäminen,40,1,01 Varhaiskasvatus
282,40Lapuan kaupunkiPedagogiikan yhteisöllinen kehittäminen,40,1,01 Varhaiskasvatus
283,40Laitilan kaupunkiLaitilan VARKE-hanke,40,1,01 Varhaiskasvatus
284,"40Laihian kuntaOravametsän hedelmä, Kyrönmaan hedelmä",40,1,01 Varhaiskasvatus
285,40Lahden kaupunkiYhteishanke kunnallisten varhaiskasvatuspalveluiden seudulliseksi kehittämiseksi,40,1,01 Varhaiskasvatus
286,40Lappeenrannan kaupunki/varhaiskasvatusVasureivaus 2016-2017,40,1,01 Varhaiskasvatus
287,40Kouvolan kaupunki/ varhaiskasvatusKehittävä palaute varhaiskasvatuksessa,40,1,01 Varhaiskasvatus
288,40Kontiolahden kuntaJoensuun seudun VASU2017-prosessi,40,1,01 Varhaiskasvatus
289,40Kokkolan kaupunkiVarhaiskasvatus yhteinen asiamme,40,1,01 Varhaiskasvatus
290,40Kirkkonummen kuntaDiggaa mun digimatkaa - Digitaaliset portfoliot varhaiskasvatuksen pedagogisen toimintakulttuurin kehittämisessä,40,1,01 Varhaiskasvatus
291,40Kaustisen kuntaAlueellisesti kehittyvä varhaiskasvatus,40,1,01 Varhaiskasvatus
292,40Kannuksen kaupunkiMukana pienten askelissa,40,1,01 Varhaiskasvatus
293,40Huittisten kaupunkiVarhaiskasvatuksen uusi toimintakultuuri - Ilo & Onni,40,1,01 Varhaiskasvatus
294,40Kauniaisten kaupunkiKauniaisten varhaiskasvatuksen kehittäminen,40,1,01 Varhaiskasvatus
295,40Jokioisten kunta Pedagogiikka vahvaksi -päivityshanke,40,1,01 Varhaiskasvatus
296,"40Haapajärven kaupunkiKokeile, keksi, oivalla!",40,1,01 Varhaiskasvatus
297,"40Haapaveden kaupunki, opetustoimiVarhaiskasvatus vauhtiin verkoston voimalla",40,1,01 Varhaiskasvatus
298,40Ähtärin kaupunkiVarhaiskasvatuksen kehittäminen,40,1,01 Varhaiskasvatus
299,40Utajärven kuntaVarhaiskasvatuksen kehittäminen,40,1,01 Varhaiskasvatus
300,40Riihimäen kaupunkiKULTA TOIVO; Lasten kulttuuriset taustat toiminnan voimavarana varhaiskasvatuksessa.,40,1,01 Varhaiskasvatus
301,"40Valkeakosken kaupunki/Valkeakoski-opistoYhdessä enemmän – seudullista varhaiskasvatuksen yhteistyötä, suunnittelussa ja arjen pedagogiikassa",40,1,01 Varhaiskasvatus
302,40Ulvilan kaupunkiPedagogisen johtajuuden ja tiimityön kautta kohti vahvaa arjen pedagogiikkaa,40,1,01 Varhaiskasvatus
303,40Raision kaupunkiVarhaiskasvatuksen laadun kehittäminen Raisiossa - tavoitteista arjen tekoihin,40,1,01 Varhaiskasvatus
304,40Suonenjoen kaupunkiToimiva lapsi – toimiva arki,40,1,01 Varhaiskasvatus
305,40Porvoon kaupunkiOppivan yhteisön avaimet - Nycklarna till den lärande organisationen,40,1,01 Varhaiskasvatus
306,40Nakkilan kuntaNakkilan lasten kuperkeikka,40,1,01 Varhaiskasvatus
307,40Muhoksen kuntaUudistuva varhaiskasvatus,40,1,01 Varhaiskasvatus
308,40Ristijärven kuntaPedagogiikkaa pitäjän pirpanoille ja pirpanoiden paijaajille,40,1,01 Varhaiskasvatus
309,40Rovaniemen kaupunki varhaiskasvatuspalvelutOsallistavalla johtajuudella pedagogiseen toimintaympäristöön,40,1,01 Varhaiskasvatus
310,"40Savonlinnan kaupunkiPäiväkotien toimintakulttuurin kehittäminen, arviointi ja muuttaminen Savonlinna 2016-2017",40,1,01 Varhaiskasvatus
311,40Siuntion kunta / Sjundeå kommunVAIKUTTAVAN VARHAISKASVATUKSEN ASKELMERKIT -VARHAISKASVATUKSEN PEDAGOGISEN TOIMINTAKULTTUURIN KEHITTÄMINEN OPPIVAKSI JA OSALLISTAVAKSI YHTEISÖKSI LÄNSI-UUDENMAAN KUNNISSA 2016-2017,40,1,01 Varhaiskasvatus
312,40Sodankylän kuntaOppimisympäristöjen kehittäminen ja pedagogisen kahvilatoiminnan perustaminen varhaiskasvatuksessa,40,1,01 Varhaiskasvatus
313,"40Mäntyharjun kuntaPAOVA - Pedagogiikan, johtamisen, arvioinnin ja osallisuuden kehittämis- ja tutkimushanke varhaiskasvatuksessa",40,1,01 Varhaiskasvatus
314,40Mänttä-Vilppulan kaupunkiYhdessä osallistuen,40,1,01 Varhaiskasvatus
315,"40Uuraisten kuntaOsallisuutta pienestä pitäen Uuraisten varhaiskasvatuksessa - ""SALLI""-hanke",40,1,01 Varhaiskasvatus
316,40Alavuden kaupunkiPALAPELI - parempaa laatua ja pedagogiikkaa lisäten,40,1,01 Varhaiskasvatus
317,40Varkauden kaupunki / VarhaiskasvatusKultaVasu - Varkauden kaupungin varhaiskasvatuksen pedagoginen kehittäminen kulttuurin ja taiteen keinoin,40,1,01 Varhaiskasvatus
318,40Vörå kommunUtveckling av småbarnspedagogik,40,1,01 Varhaiskasvatus
319,40Raseborgs stadTillsammans med barnet!,40,1,01 Varhaiskasvatus
320,40Kimitoöns kommunDu med naturen (DuMeNa),40,1,01 Varhaiskasvatus
321,40Kronoby kommunUtvecklande av småbarnspedagogiken i Jakobstadsregionen,40,1,01 Varhaiskasvatus
322,40Nurmeksen kaupunkiYhdessä eheään varhaiskasvatukseen,40,1,01 Varhaiskasvatus
323,40Pargas stad Närmiljön som lärmiljö,40,1,01 Varhaiskasvatus
324,40Parkanon kaupunkiVarhaiskasvatusta lapsen äänellä!,40,1,01 Varhaiskasvatus
325,40Perhon kuntaTietoa ja taitoa varhaiskasvatukseen,40,1,01 Varhaiskasvatus
326,"40Ruokolahden kuntaVarhaiskasvatuksen kehittämishanke Parikkalassa, Rautjärvellä ja Ruokolahdella",40,1,01 Varhaiskasvatus
327,"40Tampereen kaupunki, Varhaiskasvatus ja perusopetusVarhaiskasvatuksen oppivat yhteisöt ja seutukunta",40,1,01 Varhaiskasvatus
328,40Oulun kaupunkiUudistuva varhaiskasvatus Oulussa,40,1,01 Varhaiskasvatus
329,"40Seinäjoen kaupunki, VarhaiskasvatusSeinäjoen kaupungin varhaiskasvatuksen oppimisympäristöjen, TVT- ja liikuntakasvatuksen kehittäminen",40,1,01 Varhaiskasvatus
330,"40Rauman kaupunki""Leikin voima"" - Pedagogiikan ja johtamisen kehittämishanke Rauman varhaiskasvatuksessa",40,1,01 Varhaiskasvatus
331,40Taipalsaaren kuntaLänsi-Saimaan kuntien varhaiskasvatuksen pedagoginen kehittäminen,40,1,01 Varhaiskasvatus
332,40Turun kaupunkiPedagogiikan johtaminen varhaiskasvatuksessa,40,1,01 Varhaiskasvatus
333,40TyrnäväVarhaiskasvatuksen pedagogiikan uudistaminen,40,1,01 Varhaiskasvatus
334,40Taivalkosken kuntaUudistuva varhaiskasvatus -täydennyskoulutus-ja kehittämishanke,40,1,01 Varhaiskasvatus
335,40Toholammin kuntaDigiloikka Lampinraitilla,40,1,01 Varhaiskasvatus
336,40Sotkamon kunta / Sivistyspalvelut /VarhaiskasvatusKohti erinomaista pedagogista johtajuutta,40,1,01 Varhaiskasvatus
337,40Tammelan kuntaYhdessä OSALLISIKSI! Fokuksessa osallistavan toimintakulttuurin edistäminen paikallisessa varhaiskasvatussuunnitelmaprosessissa sekä pedagogian johtamisen tukeminen,40,1,01 Varhaiskasvatus
338,"40Vaasan kaupunki, varhaiskasvatuksen tulosalueVarhaiskasvatuksen pedagogisen työn kehittäminen/ utvecklingsw av det pedagogiska arbetet inom småbarnspedagogiken",40,1,01 Varhaiskasvatus
339,40Helsingin kaupunkiOivalluksia varhaiskasvatukseen!,40,1,01 Varhaiskasvatus
340,41 Sibbo kommun/ Leppätien kouluParemmaksi yhdessä- yhtenäinen kielikylpypolku Sipoossa,41,2,02 Esi- ja perusopetus
341,41Paraisten kaupunkiKaksikielisyys näkyväksi koulujen yhteistyössä,41,2,02 Esi- ja perusopetus
342,"41Tampereen kaupunkiKieliä kehiin pienestä pitäen! Kielirikasteisen ja laajamittaisen, kaksikielisen opetuksen kehittämishanke.",41,2,02 Esi- ja perusopetus
343,41Turun normaalikouluCLIL liitoon!,41,2,02 Esi- ja perusopetus
344,"42Espoon kaupunki, Espoonlahden lukioPakolaisuus eurooppalaisena ilmiönä - turvapaikanhakijoiden ja suomalaisnuorten aidot kohtaamiset sekä suomalaisnuorten käsityksiä maahanmuutosta",42,2,02 Esi- ja perusopetus
345,"42Turun yliopisto, Kasvatustieteiden tiedekunta, Turun normaalikouluIlmiö 2017 – suomalais-virolaista tiimioppimista",42,2,02 Esi- ja perusopetus
346,42Raseborg stadSuomi 100 v - Maisemakuvia Suomesta / Finland 100 år - Panoramabilder från Finland,42,2,02 Esi- ja perusopetus
347,42Savitaipaleen kuntaKarjalan Kannas- uutta ja vanhaa oppimassa,42,2,02 Esi- ja perusopetus
348,42Alajärven kaupunkiSilta Japaniin - toinen vaihe,42,2,02 Esi- ja perusopetus
349,42Svenska samskolan i TammerforsReligionens roll i det spanska samhället idag och i historien,42,2,02 Esi- ja perusopetus
350,"42Hangö stad, Hangö gymnasiumVårt germanska Europa",42,2,02 Esi- ja perusopetus
351,"42Hyvinkään kaupunki, Opetustoimi, Härkävehmaan kouluMaailmankansalaisen koulu",42,2,02 Esi- ja perusopetus
352,42Kajaanin kaupungin koulutusliikelaitosOsaajaksi kulttuurikasvatuksen avulla - aktiivinen lukiolainen luovana esimerkkinä ,42,2,02 Esi- ja perusopetus
353,42Keravan kaupunki Keravan ja Tuusulan koulut kansainvälistyvät ,42,2,02 Esi- ja perusopetus
354,42Pihtiputaan lukioFuture Leaders Learning Outdoor,42,2,02 Esi- ja perusopetus
355,"42Kouluyhdistys Pestalozzi Schulverein Skolföreningen rySaksan kieli, kansainvälisyys ja uudet opetussuunnitelmat käytännössä",42,2,02 Esi- ja perusopetus
356,42Lempäälän kuntaKiKuLi - Kieli ja kulttuuri liikkeelle,42,2,02 Esi- ja perusopetus
357,42Lukioliikelaitos Tavastia/Koulutuskuntayhtymä TavastiaVesi ja luonto,42,2,02 Esi- ja perusopetus
358,42Oulun kaupungin sivistys- ja kultturipalvelutKoulun kansainvälistymisen tukeminen yrittäjyyskasvatuksella,42,2,02 Esi- ja perusopetus
359,42Vaasan kaupunki / Vaasan lyseon lukioLet´s get global -hanke,42,2,02 Esi- ja perusopetus
360,42Ylitornion Yhteiskoulun KannatusosakeyhtiöiConnectED,42,2,02 Esi- ja perusopetus
361,42Mänttä-Vilppulan sivistystoimiKulttuurikasvatussalkku,42,2,02 Esi- ja perusopetus
362,42Sodankylän kunta/sivistystoimiMeiltä maailmalle,42,2,02 Esi- ja perusopetus
363,"42Espoon kaupunki, Latokasken kouluSuvaitsevaisuuden ja eri kulttuurien ymmärtämisen kehittäminen kotikansainvälisyyskasvatuksen kautta",42,2,02 Esi- ja perusopetus
364,42Toholammin kuntaItänaapuri tutummaksi,42,2,02 Esi- ja perusopetus
365,42Turun kaupunkiAktiivinen maailmankansalainen,42,2,02 Esi- ja perusopetus
366,42Turun kaupunki / Vasaramäen kouluLife Skills,42,2,02 Esi- ja perusopetus
367,42Turun kaupunki / sivistystoimalaEnjoy Agricola! - Reformaatiokurssi Turun lukiolaisille,42,2,02 Esi- ja perusopetus
368,"42Vantaan kaupunki, Vaskivuoren lukioYanzu - kiinan kieltä lukioissa",42,2,02 Esi- ja perusopetus
369,42Jyväskylän koulutuskuntayhtymä/lukiokoulutusvaltakunnallinen CERN-tiedeopetusverkosto,42,2,02 Esi- ja perusopetus
370,42Iisalmen kaupunkiRakennamme ystävyyttä,42,2,02 Esi- ja perusopetus
371,42Helsingin Rudolf Steiner -koulun kannatusyhdistys ryKulturen kreuzen - Euroopan pakolaisvirta lukiolaisten silmin,42,2,02 Esi- ja perusopetus
372,42Gymnasiet Grankulla stadSharing knowledge - developing skills,42,2,02 Esi- ja perusopetus
373,42Kaustisen musiikkilukioKaustinen-Johannesburg -soittosilta,42,2,02 Esi- ja perusopetus
374,42Kuopion kaupunkiKansainvälistyminen osana uuden opetussuunnitelman pedagogiikkaa - Kiina-yhteistyön syventäminen,42,2,02 Esi- ja perusopetus
375,"42Espoon kaupunki, Innokas-verkostoGlobal Innokas",42,2,02 Esi- ja perusopetus
376,42Kvarnen samkommunMin berättelse - ett projekt för tolerans och medmänsklighet,42,2,02 Esi- ja perusopetus
377,42Enontekiön kuntaTuntureiden lapset maailmalla ,42,2,02 Esi- ja perusopetus
378,42Nurmijärven kuntaIppo - Japania lukiossa ja peruskoulussa,42,2,02 Esi- ja perusopetus
379,42Oulun Suomalaisen Yhteiskoulun lukioKansallisia rajoja ylittävä yhteistoiminnallinen oppiminen,42,2,02 Esi- ja perusopetus
380,"42Asikkalan kunta, Vääksyn YhteiskouluKirjallisuutta yli ajan ja rajan",42,2,02 Esi- ja perusopetus
381,42Lappeenrannan kaupunkiKeski-Euroopan kieliä ja kulttuuria lukiossakin,42,2,02 Esi- ja perusopetus
382,"42Raahen kaupunki, opetustoimi  Kulttuurit Kukkimaan",42,2,02 Esi- ja perusopetus
383,"42Lappeenrannan kaupunki, Lappeenrannan Lyseon lukioLappeenranta meets India",42,2,02 Esi- ja perusopetus
384,42Karstulan kuntaMonipuolista kielitaitoa maaseudun nuorille,42,2,02 Esi- ja perusopetus
385,42Juvan kuntaLEAF! - LEArning in Forests!,42,2,02 Esi- ja perusopetus
386,42Raaseporin kaupunkiMakana10,42,2,02 Esi- ja perusopetus
387,42Seinäjoen lukioKansainvälisyyspäivät Seinäjoella 1-2.11.,42,2,02 Esi- ja perusopetus
388,"42Suomen Luterilainen Evankeliumiyhdistys ry/ Karkun evankelinen opistoKARATE-hanke (KArkku, RAudaskylä, iTä-hämE)",42,2,02 Esi- ja perusopetus
389,42Tampereen kaupunki/Hatanpään lukioMaailma Haluun ja halu maailmalle,42,2,02 Esi- ja perusopetus
390,"42Tampereen kaupunki, Tampereen teknillinen lukioKestävää tulevaisuutta rakentamassa -hanke",42,2,02 Esi- ja perusopetus
391,42Siuntion kuntaMinä maailmankansalaisena ja vaikuttajana,42,2,02 Esi- ja perusopetus
392,42Joroisten kunta/lukioOsuuskunnat yrittäjyyskasvatuksessa Suomessa ja Italiassa,42,2,02 Esi- ja perusopetus
393,43Oriveden kaupunkiGLOPS (III),43,2,02 Esi- ja perusopetus
394,43Karleby stad/BildningscentralenKoordinering av svenskspråkiga internationaliseringsprojekt,43,2,02 Esi- ja perusopetus
