,unique,haku_id,osa_alue_id,osa_alue_nimi
945,58Sastamalan kaupunkiSastamalan perusopetuksen tutoropettajien toiminta,58,2,02 Esi- ja perusopetus
946,58Säkylän kuntaTutor-opettaja perusopetuksen yksiköihin,58,2,02 Esi- ja perusopetus
947,58Ranuan kuntaTutoropettajien toiminta,58,2,02 Esi- ja perusopetus
948,58Raision kaupunkiLyijystä bitteihin,58,2,02 Esi- ja perusopetus
949,58Raaseporin kaupunkiRaaseporin liekki,58,2,02 Esi- ja perusopetus
950,58Rääkkylän kuntaTutorit ,58,2,02 Esi- ja perusopetus
951,"58Raahen kaupunki, opetustoimiTutor tueksi tunnille II - hanke",58,2,02 Esi- ja perusopetus
952,58Pyhtään kunta3T  (Tutorin tuella taitajaksi),58,2,02 Esi- ja perusopetus
953,58Pyhärannan kuntaTutoropettajien toiminta-Vakka-Suomen opstutorit/Pyhäranta,58,2,02 Esi- ja perusopetus
954,58Pyhännän kuntaTukea tutortoimintaan Pyhännälle,58,2,02 Esi- ja perusopetus
955,58Pyhäjärven kaupunkiDigitaalisuus käyttöön Pyhäjärven perusopetuksessa,58,2,02 Esi- ja perusopetus
956,58Punkalaitumen kuntaPirkanmaan tutoropettajatoiminta (OSAKE),58,2,02 Esi- ja perusopetus
957,58Posion kuntaMuutokseen tukea tutorista,58,2,02 Esi- ja perusopetus
958,58Porvoon steinerkoulun kannatusyhdistys ryOpettajien tvt-taidot haltuun vuoteen 2018 mennessä,58,2,02 Esi- ja perusopetus
959,58Porvoon kaupunkiPorvoon Tutor-opettajat,58,2,02 Esi- ja perusopetus
960,"58Porin kaupunki, sivistyskeskusTutoropettaja joka kouluun",58,2,02 Esi- ja perusopetus
961,58Polvijärven kuntaTutoropettajien toiminta Polvijärvellä,58,2,02 Esi- ja perusopetus
962,58Pohjois-Haagan yhteiskouluTutoropettajatoiminta,58,2,02 Esi- ja perusopetus
963,58Petäjäveden kuntaPetäjäveden Tutoropettajat,58,2,02 Esi- ja perusopetus
964,58Oy Helsingin yhteiskoulu ja reaalilukioTutoropettajan toiminta,58,2,02 Esi- ja perusopetus
965,"58Outokummun kaupunki, Kummun kouluVertaisuus vahvuutena",58,2,02 Esi- ja perusopetus
966,58Oulunkylän yhteiskoulun kannatusyhdistys ryTutoropettajien toiminta,58,2,02 Esi- ja perusopetus
967,58Oulun kristillinen kasvatus ryOpettajadigiloikka@Oukris,58,2,02 Esi- ja perusopetus
968,"58Oulun kaupunki, sivistys- ja kulttuuripalvelutAlakko nää opettajatutoria?",58,2,02 Esi- ja perusopetus
969,58Oripään kuntaTutoropettajien toiminta,58,2,02 Esi- ja perusopetus
970,58Orimattilan kaupunkiTutoropettajien toiminta,58,2,02 Esi- ja perusopetus
971,58Nurmijärven kuntaPedagogiset tiimit koulua kehittämässä,58,2,02 Esi- ja perusopetus
972,58Nurmeksen kaupunkiKärkihanke 1 -hakuryhmä 2: Tutoropettajien toiminta,58,2,02 Esi- ja perusopetus
973,58Nousiaisten kuntaNousiaisten tutoropettajat,58,2,02 Esi- ja perusopetus
974,58Nokian kaupunkiTutoropettajat tukemassa opetuksen uudistumista,58,2,02 Esi- ja perusopetus
975,58Myrskylän kuntaTutoropettajien toiminta,58,2,02 Esi- ja perusopetus
976,58Mynämäen kuntaTutoropettajat Mynämäessä,58,2,02 Esi- ja perusopetus
977,58Muuramen kuntaMuuramen tutoropettajien toiminta ,58,2,02 Esi- ja perusopetus
978,58Munkkiniemen yhteiskouluMunkkatutor verkostossa,58,2,02 Esi- ja perusopetus
979,"58Merijärven kuntaUusi pk-ohjelma, tutor-toiminta",58,2,02 Esi- ja perusopetus
980,58Maunulan yhteiskoulu ja Helsingin matematiikkalukioTutoropettajien toiminta,58,2,02 Esi- ja perusopetus
981,58Mäntyharjun kuntaOpettajat vertaisohjaajina,58,2,02 Esi- ja perusopetus
982,58Mänttä-Vilppulan sivistystoimiPirkanmaan tutoropettajien koulutusohjelma - Taidekaupungin digiloikan toteuttaminen,58,2,02 Esi- ja perusopetus
983,58Maanviljelyslyseon osakeyhtiöHyllin hyvä tutor-opettaja,58,2,02 Esi- ja perusopetus
984,58Lopen kuntaTutoropettajien toiminta,58,2,02 Esi- ja perusopetus
985,"58Loimaan kaupunkiTutoropettajien toiminta-pedagogiikan uudistumista, osaamista ja vertaistukea kouluille",58,2,02 Esi- ja perusopetus
986,58Lohjan kaupunki / sivistystoimiLisämetrejä digiloikkaan - Lohjan tutoropettajat koulujen digitalisaation tukena,58,2,02 Esi- ja perusopetus
987,58Liedon kuntaLiiketuudor,58,2,02 Esi- ja perusopetus
988,58Lempäälän kuntaLempäälän tutoropettajat,58,2,02 Esi- ja perusopetus
989,58Lemin kuntaTutoropettajat Lemillä,58,2,02 Esi- ja perusopetus
990,58Lauttasaaren yhteiskouluLauttasaaren yhteiskoulun tutoropettajan toiminta,58,2,02 Esi- ja perusopetus
991,58Lahden Rudolf Steiner -koulun Kannatusyhdistys ry.Tutoropettajien toiminta,58,2,02 Esi- ja perusopetus
992,58Lahden kristillisen koulun kannatusyhdistys ryTutor-kurko,58,2,02 Esi- ja perusopetus
993,"58Lahden kaupunki, Sivistystoimiala, Lasten-ja nuorten vastuualue, perusopetuspal.UPO - Lahti 2.",58,2,02 Esi- ja perusopetus
994,58Kyyjärven kuntaUusi peruskoulu; Hakuryhmä 2: Tutoropettajien toiminta,58,2,02 Esi- ja perusopetus
995,58Kymenlaakson steinerkoulun kannatusyhdistys ryDigitutorointi steinerkoulussa,58,2,02 Esi- ja perusopetus
996,58Kuusamon kaupunkiTutorit koulutyön arjessa,58,2,02 Esi- ja perusopetus
997,58Kuortaneen kuntaKuortaneen perusopetus 2020-luvulle,58,2,02 Esi- ja perusopetus
998,58Kuopion kristillisen päiväkodin ja koulun kannatusyhditys ryKukrin Tutoropettajatoimintahanke,58,2,02 Esi- ja perusopetus
999,58Kouluyhdistys Pestalozzi Schulverein Skolföreningen ryTutoropettajien toiminta,58,2,02 Esi- ja perusopetus
1000,58Kotkan kaupunkiKotkan perusopetuksen tutoropettajien toiminta,58,2,02 Esi- ja perusopetus
1001,58Kontiolahden kuntaKontiolahden tutor-opettajatoiminta ,58,2,02 Esi- ja perusopetus
1002,58Konneveden kuntaKonneveden tutoropettajien toiminta ,58,2,02 Esi- ja perusopetus
1003,58Kokkolan kaupunkiTutoropettajien toiminta Kokkolassa,58,2,02 Esi- ja perusopetus
1004,58Kihniön kuntaTakametsien digiloikkarit,58,2,02 Esi- ja perusopetus
1005,58Keuruun kaupunkiDigitutorit,58,2,02 Esi- ja perusopetus
1006,58Keski-Uudenmaan kristillisen koulun ja päiväkodin kannatusyhdistys ryKukon digiloikka 2. ,58,2,02 Esi- ja perusopetus
1007,58Keravan kasvatus- ja opetustoimiUusi peruskoulu arjessa (UPEA),58,2,02 Esi- ja perusopetus
1008,58Keiteleen kuntaNilakan yhtenäiskoulun OPS ja DIGI-Tutor toiminta HR2,58,2,02 Esi- ja perusopetus
1009,58Kaustisen kuntaTutoropettajat toimimaan Kaustisella,58,2,02 Esi- ja perusopetus
1010,58Kauhajoen kaupunkiPedagogisten tutoropettajien toiminta,58,2,02 Esi- ja perusopetus
1011,58Karvian kuntauuden yhtenäiskoulun tuturointihanke,58,2,02 Esi- ja perusopetus
1012,58Karstulan kuntaKarstulan tutoropettajien toiminta,58,2,02 Esi- ja perusopetus
1013,58Kalajoen kaupunkiToimivat tutorit,58,2,02 Esi- ja perusopetus
1014,58Kajaanin kaupunkiTaitavat tutorit koulujen toimintakulttuuria uudistamassa,58,2,02 Esi- ja perusopetus
1015,58KaarinaTUTKA- Tutorit toimintakulttuurin uudistamisen agentteina,58,2,02 Esi- ja perusopetus
1016,58Jyväskylän steinerkoulun kannatusyhditys ryTutoropettaja toiminta koulussa,58,2,02 Esi- ja perusopetus
1017,58Jyväskylän kristillisen koulun yhdistys ryTVT2 - Tutorit Vievät Tulevaisuuteen,58,2,02 Esi- ja perusopetus
1018,58Juvan kunta /sivistystoimiTutoropettajien toiminta / Juva,58,2,02 Esi- ja perusopetus
1019,58Juupajoen kuntaTutoropettajien toiminta/Juupajoen kunta,58,2,02 Esi- ja perusopetus
1020,58Joroisten kuntaBuustia digiloikkaan,58,2,02 Esi- ja perusopetus
1021,58Jokioisten kunta Jokioisten kunta; Tutoropettajien toiminta ,58,2,02 Esi- ja perusopetus
1022,58Joensuun steinerkoulun kannatusyhdistys ry.Tutoropettajien toiminta,58,2,02 Esi- ja perusopetus
1023,58Itä-Suomen suomalais-venäläisen koulun säätiöTutoropettajat tukena tunneilla ja toiminnassa,58,2,02 Esi- ja perusopetus
1024,58Isonkyrön kuntaIsonkyrön tutoropettajien toiminta,58,2,02 Esi- ja perusopetus
1025,58Inarin kuntaArktisen osaamisen tuki - Inarilainen tutorope,58,2,02 Esi- ja perusopetus
1026,"58Imatran kaupunkiKeskus, Kehityksen Kehto -hanke",58,2,02 Esi- ja perusopetus
1027,58Ilmajoen kuntaDigitutoreille hommia Ilmajoella,58,2,02 Esi- ja perusopetus
1028,58Iitin kuntaDigitaidot käyttöön Iitin alakoulujen perusopetuksessa,58,2,02 Esi- ja perusopetus
1029,58Iisalmen kaupunkiTutoropetoiminta,58,2,02 Esi- ja perusopetus
1030,58Hyvinkään kaupunkiPedagogiset kouluttajat opettajan työn tukena,58,2,02 Esi- ja perusopetus
1031,58Helsingin kaupungin opetusvirastoHelsingin tutoropettajatoiminta,58,2,02 Esi- ja perusopetus
1032,58Helsingin yliopiston Viikin normaalikouluDigitutortoiminta - Hgin yliopiston harjoittelukoulut,58,2,02 Esi- ja perusopetus
1033,58Humppilan kuntaTutoropettajien toiminta,58,2,02 Esi- ja perusopetus
1034,58Huittisten kaupunkiDigituutorit muutosagentteina,58,2,02 Esi- ja perusopetus
1035,58Heinolan kaupunkiTutoropettajien toiminta / Heinola,58,2,02 Esi- ja perusopetus
1036,58Heinäveden kuntaTutor opettaja Heinävedelle,58,2,02 Esi- ja perusopetus
1037,58Hausjärven kuntaHausjärven tutor-opettajatoiminta,58,2,02 Esi- ja perusopetus
1038,"58Forssan kaupunki, Sivistys- ja tulevaisuustoimialaTuella ja tuuppauksella – tutorointi osaamisen kasvattamisen ja kehittämistoiminnan menetelmäksi Forssan perusopetuksessa",58,2,02 Esi- ja perusopetus
1039,58Eurajoen kuntaTutoropettajien koulutus,58,2,02 Esi- ja perusopetus
1040,58Espoon kristillisen koulun kannatusyhdistys ryTUTOR,58,2,02 Esi- ja perusopetus
1041,58Elias-koulun kouluyhdistys ry.Tutoropettaja,58,2,02 Esi- ja perusopetus
1042,58Confido - Pohjanmaan kristillinen kasvatusSisäinen osaaminen kouluyhteisön kehittämisessä,58,2,02 Esi- ja perusopetus
1043,58Akaan kaupunkiTutoropettajien toiminta / Akaa,58,2,02 Esi- ja perusopetus
1044,"59Turun yliopisto, Kasvatustieteiden tiedekunta, Turun normaalikouluEducraftory - innostava ja rohkaiseva aktiivisen oppimisen laboratorio",59,2,02 Esi- ja perusopetus
1045,59Tampereen kaupunkiAivot liikkeelle!,59,2,02 Esi- ja perusopetus
1046,59Englantilainen kouluAjattelun kolme ulottuvuutta - 3 Dimensions of Thinking,59,2,02 Esi- ja perusopetus
1047,59Lappeenrannan kaupunki/ Saimaan mediakeskusVISIOT,59,2,02 Esi- ja perusopetus
1048,59Espoon Steinerkoulun kannatusyhdistys ry HyMy - hyvinvoinvoivan ja myötätuntoisen koulukulttuurin kehittmishanke,59,2,02 Esi- ja perusopetus
1049,"59Turun kaupunki, sivistystoimiala (TOP-keskus)Uusi PaikkaOppi",59,2,02 Esi- ja perusopetus
1050,59Mäntsälän kunta Mäntsälän malli-yrittäjyyskasvatuksen polku peruskouluun,59,2,02 Esi- ja perusopetus
1051,59Nokian kaupunkiOppimispolkuja Nokialla,59,2,02 Esi- ja perusopetus
1052,"59Turun kaupunki, sivistystoimialaDisco idipsum - yhdessä oppiminen",59,2,02 Esi- ja perusopetus
1053,59Espoon kristillisen koulun kannatusyhdistys ryPänttäyksestä printtaukseen - 3D-tulostuksen ja robotiikan uutta pedagogiikkaa perusopetukseen,59,2,02 Esi- ja perusopetus
1054,"59Oulun yliopisto, Oulun normaalikoulu ARVOT - Arvioinnilla oppimisen taitajaksi ",59,2,02 Esi- ja perusopetus
1055,59Borgå stadMervärde för matematik och modersmål,59,2,02 Esi- ja perusopetus
1056,59Akaan kaupunki Digiajan ajattelijat,59,2,02 Esi- ja perusopetus
1057,59Närpes stadUppbyggnad av kartläggningsprogram för förberedande undervisning samt integrering efter den förberedande undervisningen,59,2,02 Esi- ja perusopetus
1058,59Helsingin Rudolf Steiner -koulun kannatusyhdistys ryPuutarhassa opettamisen taitoja opettajille,59,2,02 Esi- ja perusopetus
1059,59Lapin yliopiston harjoittelukouluweLearn,59,2,02 Esi- ja perusopetus
1060,59Kaarinan kaupunkiIhan pihalla! - oppilaat ympäristön tutkijoina,59,2,02 Esi- ja perusopetus
1061,"59Itä-Suomen yliopisto, Joensuun normaalikouluMuuttuvat tilat — Muuttuva pedagogiikka",59,2,02 Esi- ja perusopetus
1062,59Viipurin Reaalikoulu Oy / Maunulan yhteiskouluOppimisympäristöt ilman rajoja,59,2,02 Esi- ja perusopetus
1063,59Grankulla kultur- och utbildningstjänster3D skriver framtiden,59,2,02 Esi- ja perusopetus
1064,59Lauttasaaren yhteiskouluMonialaiset opinnot ja digitaaliset ympäristöt urheilevan koululaisen hyvinvointia tukemassa,59,2,02 Esi- ja perusopetus
1065,"59Itä-Suomen yliopisto, Joensuun normaalikouluTieto- ja viestintäteknologian ankkurointia ilmiöpohjaiseen oppimiseen alkuopetuksessa - 1-2 luokan oppilaat oman oppimisen tutkijoina ",59,2,02 Esi- ja perusopetus
1066,59Sodankylän kuntaTehdään koulu yhdessä,59,2,02 Esi- ja perusopetus
1067,59Lappeenrannan kaupunkiOppilaiden osallisuudesta johtajuuteen,59,2,02 Esi- ja perusopetus
1068,59Kuopion kaupunkiOsaavat opettajat - onnelliset oppijat,59,2,02 Esi- ja perusopetus
1069,59Kangasalan kuntaOppilaiden osallistaminen kolmen TVT-projektin kautta,59,2,02 Esi- ja perusopetus
1070,59Nurmijärven kuntaKokeilukulttuuri ja tet 2.0,59,2,02 Esi- ja perusopetus
1071,59Kuopion kaupunkiTeknoluokilta tulevaisuuden tekijöiksi,59,2,02 Esi- ja perusopetus
1072,"59Helsingin kaupunki, OpetusvirastoInno – innovatiivisten oppimisympäristöjen ja pedagogisen toimintakulttuurin kehittäminen kokeiluilla",59,2,02 Esi- ja perusopetus
1073,61Ammattiopisto Spesia OyValmennan ja ohjaan nivelvaiheissa,61,1,01 Varhaiskasvatus
1074,61Haaga-Helia Ammatillinen opettajakorkeakouluKohti reformia,61,1,01 Varhaiskasvatus
1075,61Hengitysliitto ry / Ammattiopisto LuoviSOS - Sujuva ohjaus ja siirtymät,61,1,01 Varhaiskasvatus
1076,"61Itä-Suomen yliopisto, koulutus- ja kehittämispalvelu AducateMaahanmuuttajien opinto- ja urapolkujen tukeminen ohjauksessa 10 op ",61,1,01 Varhaiskasvatus
1077,61Metropolia Ammattikorkeakoulu OyMuutoksen johtaminen toisen asteen oppilaitoksessa,61,1,01 Varhaiskasvatus
1078,61HCI Productions OyRehtorit digitalisaation johdossa - DigiTuikku,61,1,01 Varhaiskasvatus
1079,61Turun yliopistoOhjelmointi matematiikan opetuksessa,61,1,01 Varhaiskasvatus
1080,"61Suomen ympäristöopisto SYKLI OyMeidän paikka – teknologia, muotoilu, luovuus ja kestävä kehitys",61,1,01 Varhaiskasvatus
1081,61Turun kesäyliopistoEloa ja iloa monimuotoiseen kieltenopetukseen,61,1,01 Varhaiskasvatus
1082,"61Lapin yliopisto, KTK, Opetus- ja kasvatusalan täydennyskoulutusyksikköOppimisen ja kasvun haasteet varhaiskasvatuksessa ja esiopetuksessa",61,1,01 Varhaiskasvatus
1083,61Mannerheimin LastensuojeluliittoOsallisuutta oppimassa,61,1,01 Varhaiskasvatus
1084,"61Matemaattisten Aineiden Opettajien Liitto MAOL ryOhjelmistojen pedagoginen hyödyntäminen matematiikassa, fysiikassa ja kemiassa",61,1,01 Varhaiskasvatus
1085,"61Matemaattisten Aineiden Opettajien Liitto MAOL ryDigitaalisten aineistojen pedagoginen hyödyntäminen matematiikassa, fysiikassa ja kemiassa",61,1,01 Varhaiskasvatus
1086,"61Oulun yliopisto, Täydentävien opintojen keskus (TOPIK)Taitoja ja työkaluja digi-osaamiseen",61,1,01 Varhaiskasvatus
1087,"61Niilo Mäki InstituuttiHyvinvointia ja turvallisuutta kasvua, oppimista ja koulunkäyntiä tukemalla",61,1,01 Varhaiskasvatus
1088,61Tornion kaupunki / Tornion kansalaisopistoMeänmaan verkko-opisto II,61,1,01 Varhaiskasvatus
1089,"61Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluYhdessä turvallista ja yhteisöllistä oppilaitosta rakentamaan",61,1,01 Varhaiskasvatus
1090,61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaProgrammera mera - ProgPrep 2.0,61,1,01 Varhaiskasvatus
1091,"61Itä-Suomen yliopisto, Koulutus- ja kehittämispalvelu AducateUraohjaus – tukea työuralle suuntautumiseen",61,1,01 Varhaiskasvatus
1092,"61Itä-Suomen yliopisto, koulutus- ja kehittämispalvelu AducateTraumojen ja kriisien kohtaaminen maahanmuuttajataustaisten oppilaiden opetus- ja ohjaustyössä (8 op) ",61,1,01 Varhaiskasvatus
1093,61Rauhankasvatusinstituutti ryYhtä aikaa! - yhdenvertaisuus- ja tasa-arvosuunnittelukoulutus,61,1,01 Varhaiskasvatus
1094,61Ilona IT OyMobiilitotaali 2 - MOTO,61,1,01 Varhaiskasvatus
1095,61Ilona IT OyMonialaisten osaamiskokonaisuuksien pedagogiikan kehittämis- ja arviontihanke - MOPE,61,1,01 Varhaiskasvatus
1096,61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaFramtidens informationskompetens,61,1,01 Varhaiskasvatus
1097,61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaFlerspråkighetsdidaktik och interkulturell pedagogik,61,1,01 Varhaiskasvatus
1098,61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaEn för alla och alla för en - att stöda och handleda ungdomars välmående och motivation i skolan,61,1,01 Varhaiskasvatus
1099,61Metropolia Ammattikorkeakoulu OyDigitaaliset työvälineet haltuun,61,1,01 Varhaiskasvatus
1100,"61Itä-Suomen yliopisto, Koulutus- ja kehittämispalvelu AducateEnnakoiva johtaja (11 op)",61,1,01 Varhaiskasvatus
1101,61Finnoschool oyATLAS- tutkimusmatka maailmaan - kohti ilmiölähtöistä oppimista,61,1,01 Varhaiskasvatus
1102,61Helsingin yliopiston Koulutus- ja kehittämispalvelut HY+Oppimisen ja opettajuuden muutos – positiivinen haaste pedagogiselle johtajuudelle,61,1,01 Varhaiskasvatus
1103,"61Helsingin yliopisto, Koulutus- ja kehittämispalvelut HY+Hyvinvoiva lapsi ja nuori! Lasten ja nuorten tunne- ja tietoisuustaito-ohjaajakoulutus",61,1,01 Varhaiskasvatus
1104,61Helsingin yliopiston koulutus- ja kehittämispalvelut HY+ OyMoninaisuuden rikkaus opetuksessa,61,1,01 Varhaiskasvatus
1105,"61Helsingin yliopiston koulutus ja kehittämispalvelut, HY+ OyRadikalisoituminen ja estremismi - syrjäytymisen ehkäisy kouluissa",61,1,01 Varhaiskasvatus
1106,61Helsingin yliopiston koulutus- ja kehittämispalvelut HY+Oppimista ilmiöiden ja elämysten kautta,61,1,01 Varhaiskasvatus
1107,61Helsingin yliopiston Koulutus- ja kehittämispalvelut HY+ Oy Nuorten  tietotyötaitojen ja digitaalisten taitojen tukeminen  ,61,1,01 Varhaiskasvatus
1108,"61Oulun yliopisto, Täydentävien opintojen keskusVapaan sivistystyön pedagogiikkapäivitys ",61,1,01 Varhaiskasvatus
1109,"61Metropolia ammattikorkeakoulu, viestinnän tutkinto-ohjelmaTietoinen digitoiminta",61,1,01 Varhaiskasvatus
1110,61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaMot en ny småbarnspedagogik,61,1,01 Varhaiskasvatus
1111,"61Turun kaupunki, sivistystoimiala, Turun ammattiinstituutti, aikuiskoulutusPedaRoihu",61,1,01 Varhaiskasvatus
1112,61Lapin yliopiston Koulutus- ja kehittämispalvelutTVT vapaan sivistystyön opetuksen kehittämisessä 12 op,61,1,01 Varhaiskasvatus
1113,"61Lapin yliopisto, KTK, Opetus- ja kasvatusalan täydennyskoulutusyksikköMyönteisiä toimintamalleja lasten ja nuorten hyvinvoinnin tukemiseen",61,1,01 Varhaiskasvatus
1114,61Touko Voutilaisen koulusäätiöKieli- ja lukutaitotietoisuus aikuisten perusopetuksessa,61,1,01 Varhaiskasvatus
1115,"61Itä-Suomen yliopisto / AducateLapsen ja nuoren voimavarojen, tunnetaitojen ja vuorovaikutustaitojen vahvistaminen ",61,1,01 Varhaiskasvatus
1116,"61Aikuis- ja täydennyskoulutuspalvelut AIKOPA, Kajaanin yliopistokeskus Johtamis- ja toimintakulttuurin kehittäminen",61,1,01 Varhaiskasvatus
1117,"61Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluTukea tarvitsevat aikuiset ammatillisessa koulutuksessa",61,1,01 Varhaiskasvatus
1118,61Lapin yliopiston Koulutus- ja kehittämispalvelutINTO - Innovaatio-osaamisen kehittäminen,61,1,01 Varhaiskasvatus
1119,61Lapin yliopiston Koulutus- ja kehittämispalvelutLapsi edellä - pedagogisia työkaluja varhaiskasvatukseen,61,1,01 Varhaiskasvatus
1120,61Ammattiopisto Spesia OyHenkilökohtaistaminen ja erityinen tuki,61,1,01 Varhaiskasvatus
1121,"61Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluOpettaja uraohjaajana moninaistuvissa oppimisympäristöissä",61,1,01 Varhaiskasvatus
1122,61Hengitysliitto ry / Ammattiopisto LuoviHyvä fiilis - tehdään yhdessä. Tunne ja vuorovaikutustaidoilla hyvinvointia ja turvallisuutta oppilaitoksiin,61,1,01 Varhaiskasvatus
1123,61WWFOppilaslähtöistä ympäristötyötä koulun arjessa,61,1,01 Varhaiskasvatus
1124,61Haaga-Helia Ammatillinen opettajakorkeakouluIhmisoikeudet haltuun!,61,1,01 Varhaiskasvatus
1125,61Turun yliopisto/Tulevaisuuden tutkimuskeskusTulevaisuus paljon mahdollista! - Tulevaisuusohjauksen menetelmät ja työkalut,61,1,01 Varhaiskasvatus
1126,"61Oulun yliopisto, Täydentävien opintojen keskus (TOPIK)Hyvän johtamisen polku – Tukea johtamisen eri vaiheisiin opetus- ja kasvatusalalla",61,1,01 Varhaiskasvatus
1127,"61Aikuis- ja täydennyskoulutuspalvelut AIKOPA, Kajaanin yliopistokeskus Leikkikipinää!",61,1,01 Varhaiskasvatus
1128,61Tampereen ammattikorkeakoulu OyKohti reformia (TUTKE 3),61,1,01 Varhaiskasvatus
1129,61Seinäjoen koulutuskuntayhtymä / OpinlakeusePAKKI II – perustaitajista pilvipalvelujen tehokäyttäjiksi,61,1,01 Varhaiskasvatus
1130,61Oulun ammattikorkeakoulu Oy/Ammatillinen opettajakorkeakouluHyppää osallisuusjunaan! – hyvinvoinnin ja turvallisuuden edistämistä osallisuuden keinoin,61,1,01 Varhaiskasvatus
1131,61Metropolia Ammattikorkeakoulu OyPelikoulutuksen rakenteet,61,1,01 Varhaiskasvatus
1132,61Niilo Mäki InstituuttiYhteispeli - hyvinvointia oppilaille ja työyhteisöille,61,1,01 Varhaiskasvatus
1133,"61Lapin yliopisto, KTK, Opetus- ja kasvatusalan täydennyskoulutusyksikköTVT- ja digiosaamisen hyödyntäminen opetuksessa ",61,1,01 Varhaiskasvatus
1134,61Helsingin kaupungin opetusvirastoLukion vertaistutorien koulutus,61,1,01 Varhaiskasvatus
1135,61Tampereen ammattikorkeakoulu OyMatalan kynnyksen ohjelmointia peruskoulun opettajille,61,1,01 Varhaiskasvatus
1136,61Suomen Mielenterveysseura ry.Lapsen mieli -levittämishanke 2,61,1,01 Varhaiskasvatus
1137,61Pro Practica OyLOISTO - Varhaiskasvatuksen kehittämisverkoston kehittämistoiminnan tukeminen,61,1,01 Varhaiskasvatus
1138,61Naisasialiitto Unioni ryTasa-arvoinen päiväkoti,61,1,01 Varhaiskasvatus
1139,61Axxell Utbildning AbEVÄITÄ MOPVAAN - maahanmuuttajien oppimisvalmiuksien kehittäminen ammatillisessa koulutuksessa,61,1,01 Varhaiskasvatus
1140,61Diakonia-ammattikorkeakoulu OyMonikulttuurinen opetus ja ohjaus - aliedusteut ryhmät koulutuksessa,61,1,01 Varhaiskasvatus
1141,61Haaga-Helia Ammatillinen opettajakorkeakouluOnnistu reformin johtajana,61,1,01 Varhaiskasvatus
1142,61Hämeen ammattikorkeakoulu OyAvaimia ohjaukseen - taitotreenit,61,1,01 Varhaiskasvatus
1143,61Hämeen ammattikorkeakoulu OyDigiErkka  ,61,1,01 Varhaiskasvatus
1144,61Hämeen ammattikorkeakoulu OyKohti reformia (Tutke 3),61,1,01 Varhaiskasvatus
1145,61Hämeen ammattikorkeakoulu OyMocoma - Mooceista oma digipolku,61,1,01 Varhaiskasvatus
1146,"61Jyväskylän yliopisto, Koulutusjohtamisen instituuttiJohtamalla ja kehittämällä kohti inklusiivista koulua",61,1,01 Varhaiskasvatus
1147,61Tampereen kesäyliopistoyhdistys ryValmiuksia ja osaamista monikulttuurisiin kohtaamisiin,61,1,01 Varhaiskasvatus
1148,61Suomen Mielenterveysseura ryHyvää mieltä yhdessä -levittämishanke 2,61,1,01 Varhaiskasvatus
1149,"61Oulun yliopisto, Täydentävien opintojen keskus (TOPIK)Tunnista, tiedosta, toimi -	yksilöllisestä kohtaamisesta onnistuneeseen oppimiseen  ",61,1,01 Varhaiskasvatus
1150,"61Jyväskylän ammattikorkeakoulu, Ammatillinen opettajakorkeakouluTUNNE-, TURVA- JA SOSIAALISET TAIDOT OPPIMISEN, PITKÄJÄNTEISEN YHTEISTYÖN JA KOTOUTUMISEN TUKENA",61,1,01 Varhaiskasvatus
1151,61Lahden kaupunkiJohtaja luotsina uudistumisen ja uudistamisen prosesseissa.,61,1,01 Varhaiskasvatus
1152,"61Oulun yliopisto, Täudentävien opintojen keskusMurrosikäisenä kahden kulttuurin välissä",61,1,01 Varhaiskasvatus
1153,61Suomen ympäristöopisto SYKLIULOS OPPIMAAN – tukea päiväkotien luonto- ja ympäristökasvatukseen,61,1,01 Varhaiskasvatus
1154,61Etelä-Pohjanmaan korkeakouluyhdistysRehtoreiden johtamiskoulutus,61,1,01 Varhaiskasvatus
1155,"61Laurea-ammattikorkeakouluTurvallinen, väkivallaton koulu",61,1,01 Varhaiskasvatus
1156,61Teatteriyhdistys Pensas ryTaika – monitaiteista taidekasvatusta varhaiskasvattajille ,61,1,01 Varhaiskasvatus
1157,61Helsingfors universitets utbildnings- och utvecklingstjänster HY+De kompetensbaserade yrkesexamina,61,1,01 Varhaiskasvatus
1158,61Helsingfors universitets utbildnings- och utvecklingstjänster HY+Den nya grundskolepedagogiken ,61,1,01 Varhaiskasvatus
1159,61Sydkustens landskapsförbundEftis möter skola,61,1,01 Varhaiskasvatus
1160,61Centret för livslångt lärande vid Åbo Akademi och yrkeshögskolan NoviaUpptäck helheter och sammanhang inom läroämnet omgivningslära,61,1,01 Varhaiskasvatus
1161,61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaLedarskap som medel för skolutveckling,61,1,01 Varhaiskasvatus
1162,61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaMer än en berättelse!,61,1,01 Varhaiskasvatus
