unique,personnel-costs-row.amount,material-costs-row.amount,rent-costs-row.amount,service-purchase-costs-row.amount,steamship-costs-row.amount,other-costs-row.amount,equipment-costs-row.amount,coordination-costs-row.amount,other-costs-row-2.amount,personnel-costs-row.amount-18,material-costs-row.amount-18,menotamount,project-incomes-row.amount,own-income-row.amount,eu-programs-income-row.amount,other-public-financing-income-row.amount,private-financing-income-row.amount,tulotamount,summaamount,SummienTodennakoisyys
42Jyväskylän koulutuskuntayhtymä/lukiokoulutusvaltakunnallinen CERN-tiedeopetusverkosto,12336.0,0.0,0.0,20220.0,3494.0,21700.0,0.0,0.0,0.0,0.0,0.0,57750.0,0.0,48063.0,0.0,0.0,4500.0,52563.0,-5187.0,42.93064859946373
42Iisalmen kaupunkiRakennamme ystävyyttä,935.0,0.0,0.0,253.0,4758.0,1327.0,0.0,0.0,0.0,0.0,0.0,7273.0,0.0,0.0,0.0,0.0,0.0,0.0,-7273.0,78.80260904544048
42Helsingin Rudolf Steiner -koulun kannatusyhdistys ryKulturen kreuzen - Euroopan pakolaisvirta lukiolaisten silmin,1451.0,0.0,0.0,0.0,4059.0,0.0,0.0,0.0,0.0,0.0,0.0,5510.0,0.0,0.0,0.0,0.0,0.0,0.0,-5510.0,83.22962079033029
42Gymnasiet Grankulla stadSharing knowledge - developing skills,5280.0,756.0,0.0,4263.0,30312.0,0.0,0.0,0.0,0.0,0.0,0.0,40611.0,40611.0,9717.0,5000.0,4464.0,21430.0,81222.0,40611.0,46.20631283979948
42Kaustisen musiikkilukioKaustinen-Johannesburg -soittosilta,987.0,188.0,71.0,3370.0,622.0,50.0,0.0,0.0,0.0,0.0,0.0,5288.0,0.0,0.0,0.0,0.0,0.0,0.0,-5288.0,97.27297383141965
42Kuopion kaupunkiKansainvälistyminen osana uuden opetussuunnitelman pedagogiikkaa - Kiina-yhteistyön syventäminen,2830.0,213.0,0.0,1203.0,5781.0,0.0,0.0,0.0,0.0,0.0,0.0,10027.0,0.0,25803.0,0.0,0.0,0.0,25803.0,15776.0,46.82535814736939
"42Espoon kaupunki, Innokas-verkostoGlobal Innokas",6739.0,500.0,0.0,492.0,3938.0,333.0,0.0,0.0,0.0,0.0,0.0,12002.0,0.0,0.0,0.0,0.0,0.0,0.0,-12002.0,80.25537282092398
42Kvarnen samkommunMin berättelse - ett projekt för tolerans och medmänsklighet,6000.0,500.0,800.0,500.0,20000.0,500.0,0.0,0.0,0.0,0.0,0.0,28300.0,0.0,0.0,0.0,5000.0,10000.0,15000.0,-13300.0,46.929873907362655
42Enontekiön kuntaTuntureiden lapset maailmalla ,1248.0,82.0,0.0,663.0,6431.0,4411.0,0.0,0.0,0.0,0.0,0.0,12835.0,0.0,0.0,0.0,0.0,0.0,0.0,-12835.0,78.12144660280119
42Nurmijärven kuntaIppo - Japania lukiossa ja peruskoulussa,14562.0,869.0,0.0,72.0,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,17069.0,0.0,1780.0,0.0,0.0,0.0,1780.0,-15289.0,47.03833470875696
42Oulun Suomalaisen Yhteiskoulun lukioKansallisia rajoja ylittävä yhteistoiminnallinen oppiminen,4150.0,140.0,0.0,0.0,3680.0,0.0,0.0,0.0,0.0,0.0,0.0,7970.0,8000.0,2000.0,0.0,0.0,0.0,10000.0,2030.0,47.106854806895825
"42Asikkalan kunta, Vääksyn YhteiskouluKirjallisuutta yli ajan ja rajan",470.0,638.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,1518.0,0.0,0.0,0.0,0.0,0.0,0.0,-1518.0,84.77208305010386
42Lappeenrannan kaupunkiKeski-Euroopan kieliä ja kulttuuria lukiossakin,6607.0,0.0,0.0,1706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8313.0,6000.0,2313.0,0.0,0.0,0.0,8313.0,0.0,47.009038402271585
"42Raahen kaupunki, opetustoimi  Kulttuurit Kukkimaan",5352.0,964.0,20.0,345.0,1298.0,2079.0,0.0,0.0,0.0,0.0,0.0,10058.0,0.0,0.0,0.0,0.0,0.0,0.0,-10058.0,79.12208714477602
"42Lappeenrannan kaupunki, Lappeenrannan Lyseon lukioLappeenranta meets India",1461.0,0.0,0.0,0.0,6080.0,0.0,0.0,0.0,0.0,0.0,0.0,7541.0,0.0,1461.0,0.0,0.0,0.0,1461.0,-6080.0,47.094719025916525
42Karstulan kuntaMonipuolista kielitaitoa maaseudun nuorille,3905.0,1319.0,0.0,360.0,227.0,916.0,0.0,0.0,0.0,0.0,0.0,6727.0,0.0,2727.0,0.0,0.0,0.0,2727.0,-4000.0,47.02980469385079
42Juvan kuntaLEAF! - LEArning in Forests!,2251.0,0.0,0.0,2995.0,4683.0,81.0,0.0,0.0,0.0,0.0,0.0,10010.0,8000.0,1111.0,0.0,0.0,0.0,9111.0,-899.0,47.10181080087198
42Raaseporin kaupunkiMakana10,0.0,27.0,0.0,4524.0,16725.0,0.0,0.0,0.0,0.0,0.0,0.0,21276.0,0.0,13276.0,0.0,8000.0,0.0,21276.0,0.0,47.27200838842922
42Seinäjoen lukioKansainvälisyyspäivät Seinäjoella 1-2.11.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515
"42Suomen Luterilainen Evankeliumiyhdistys ry/ Karkun evankelinen opistoKARATE-hanke (KArkku, RAudaskylä, iTä-hämE)",11933.0,1475.0,0.0,150.0,133.0,64.0,0.0,0.0,0.0,0.0,0.0,13755.0,0.0,2000.0,0.0,8000.0,0.0,10000.0,-3755.0,46.98064268423027
42Tampereen kaupunki/Hatanpään lukioMaailma Haluun ja halu maailmalle,0.0,0.0,0.0,0.0,4946.0,368.0,0.0,0.0,0.0,0.0,0.0,5314.0,0.0,1314.0,0.0,0.0,0.0,1314.0,-4000.0,47.0727176376023
"42Tampereen kaupunki, Tampereen teknillinen lukioKestävää tulevaisuutta rakentamassa -hanke",3483.0,166.0,0.0,0.0,192.0,372.0,0.0,0.0,0.0,0.0,0.0,4213.0,0.0,0.0,0.0,0.0,0.0,0.0,-4213.0,97.40957575406006
42Siuntion kuntaMinä maailmankansalaisena ja vaikuttajana,670.0,742.0,0.0,0.0,2498.0,0.0,0.0,0.0,0.0,0.0,0.0,3910.0,0.0,0.0,0.0,0.0,0.0,0.0,-3910.0,79.35920252006031
42Joroisten kunta/lukioOsuuskunnat yrittäjyyskasvatuksessa Suomessa ja Italiassa,1025.0,0.0,0.0,71.0,5307.0,0.0,0.0,0.0,0.0,0.0,0.0,6403.0,0.0,0.0,0.0,0.0,0.0,0.0,-6403.0,78.47207297840121
43Oriveden kaupunkiGLOPS (III),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515
43Karleby stad/BildningscentralenKoordinering av svenskspråkiga internationaliseringsprojekt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515
"47Schildts & SöderströmsGymnasiets Kemi, kurs 2 och 3",12000.0,0.0,4200.0,30100.0,0.0,25642.0,0.0,0.0,0.0,0.0,0.0,71942.0,0.0,0.0,0.0,0.0,0.0,0.0,-71942.0,77.21869634803318
"47Schildts & SöderströmsGymnasiets Fysik, kurs 2 och 3",12000.0,0.0,4200.0,30300.0,0.0,25642.0,0.0,0.0,0.0,0.0,0.0,72142.0,0.0,0.0,0.0,0.0,0.0,0.0,-72142.0,77.20370410042958
47Förlagsaktiebolaget OtavaDigitalt material och tryckta lärarhandledningar till Expedition 6 (omgivningslära för åk 6). ,0.0,0.0,0.0,12086.0,0.0,5787.0,0.0,0.0,0.0,0.0,0.0,17873.0,22783.0,0.0,0.0,0.0,0.0,22783.0,4910.0,76.70355406229633
"47Förlagsaktiebolaget OtavaFördjupade andra, tredje, fjärde och femte kursen i psykologi för gymnasiet, både tryckt och digitalt. Ansökan gäller fyra (4) kurser.",0.0,0.0,0.0,65179.0,0.0,22678.0,0.0,0.0,0.0,0.0,0.0,87857.0,38830.0,0.0,0.0,0.0,0.0,38830.0,-49027.0,63.38013184988041
47Förlagsaktiebolaget OtavaB2 och B3 tyska för högstadiet och gymnasiet (8 kurser),0.0,0.0,0.0,20258.0,0.0,24057.0,0.0,0.0,0.0,0.0,0.0,44315.0,75297.0,0.0,0.0,0.0,0.0,75297.0,30982.0,45.21940861261216
47Förlagsaktiebolaget OtavaB2 och B3 franska för högstadiet och gymnasiet (8 kurser),0.0,0.0,0.0,10762.0,0.0,8582.0,0.0,0.0,0.0,0.0,0.0,19344.0,30062.0,0.0,0.0,0.0,0.0,30062.0,10718.0,74.41778899482783
"48Työtehoseura ryVR teknologia varasto-, kuljetus-, maarakennus- ja metsäalalle",124426.0,28467.0,0.0,19638.0,13741.0,0.0,0.0,0.0,0.0,0.0,0.0,186272.0,0.0,0.0,0.0,0.0,0.0,0.0,-186272.0,59.696146223981934
48Espoon seudun koulutuskuntayhtymä OmniaOppimisen uudet ympäristöt: VRobotiikka 360,148944.0,20583.0,0.0,33277.0,4238.0,4153.0,0.0,0.0,0.0,0.0,0.0,211195.0,0.0,52799.0,0.0,0.0,0.0,52799.0,-158396.0,41.949896602128746
"48Turun kaupunki, sivistystoimialaHenkilökohtaista!",245530.0,134.0,0.0,4318.0,2729.0,4579.0,0.0,0.0,0.0,0.0,0.0,257290.0,0.0,70417.0,0.0,0.0,0.0,70417.0,-186873.0,40.44583170355208
48Espoon seudun koulutuskuntayhtymä OmniaAIRE - Aidosti reformiin,228786.0,2068.0,0.0,6633.0,6036.0,4076.0,0.0,0.0,0.0,0.0,0.0,247599.0,0.0,61900.0,0.0,0.0,0.0,61900.0,-185699.0,42.711831328642816
48Svenska Österbottens förbund för utbildning och kultur/Yrkesakademin i ÖsterbottHandledning och kriteriebaserad bedömning,112722.0,1338.0,39.0,144.0,5527.0,493.0,0.0,0.0,0.0,0.0,0.0,120263.0,0.0,30263.0,0.0,0.0,0.0,30263.0,-90000.0,46.68127351628708
"48Svenska Österbottens förbund för utbildning och kultur skn / YA!mLearning AR - Mobilt lärande, förstärkt kunnande & spelifiering",86551.0,15106.0,79.0,7352.0,9316.0,8864.0,0.0,0.0,0.0,0.0,0.0,127268.0,0.0,32018.0,0.0,0.0,0.0,32018.0,-95250.0,45.00813917909192
48Svenska Framtidsskolan i Helsingforsregionen Ab / Yrkesinstitutet PrakticumFysisk aktivitet och välmående genom e-Sport ,79100.0,31437.0,20.0,8983.0,5767.0,1158.0,0.0,0.0,0.0,0.0,0.0,126465.0,0.0,31616.0,0.0,0.0,0.0,31616.0,-94849.0,36.47721861472745
48Jyväskylän koulutuskuntayhtymäOsuvat valinnat oikealle uralle,60652.0,1197.0,0.0,261.0,2653.0,0.0,0.0,0.0,0.0,0.0,0.0,64763.0,0.0,16941.0,0.0,0.0,0.0,16941.0,-47822.0,47.192740766604096
48Haapaveden Opiston kannatusyhdistys ryOsaamispro,140184.0,712.0,0.0,14078.0,7698.0,175.0,0.0,0.0,0.0,0.0,0.0,162847.0,0.0,0.0,0.0,0.0,0.0,0.0,-162847.0,76.90391229623158
48Itä-Savon koulutuskuntayhtymäJoustava henkilökohtaistaminen,222672.0,1335.0,0.0,8467.0,14455.0,937.0,0.0,0.0,0.0,0.0,0.0,247866.0,0.0,0.0,0.0,0.0,0.0,0.0,-247866.0,69.37838110125433
48Jokilaaksojen koulutuskuntayhtymäYksilöllisyyttä sinun opintoihisi 1 (YSO 1),211033.0,191.0,208.0,4842.0,20096.0,685.0,0.0,0.0,0.0,0.0,0.0,237055.0,0.0,0.0,0.0,0.0,0.0,0.0,-237055.0,63.51105642290529
"48Itä-Uudenmaan koulutuskuntayhtymä, EdupoliTAIKA - tule asiakkaaksi",181584.0,1312.0,0.0,10924.0,4951.0,2544.0,0.0,0.0,0.0,0.0,0.0,201315.0,0.0,48014.0,0.0,0.0,0.0,48014.0,-153301.0,44.79433428983793
48Hyria koulutus OyVirtuaaliamis,238785.0,1902.0,44519.0,17431.0,1831.0,0.0,0.0,0.0,0.0,0.0,0.0,304468.0,0.0,0.0,0.0,0.0,0.0,0.0,-304468.0,22.926993605906837
48Kotkan - Haminan seudun koulutuskuntayhtymäTyönantaja-asiakkaan ääni,65975.0,4038.0,0.0,5161.0,1950.0,4791.0,0.0,0.0,0.0,0.0,0.0,81915.0,0.0,24915.0,0.0,0.0,0.0,24915.0,-57000.0,46.98039437252468
48Hämeen ammatti-instituutti OyLuonnonvara-alan reformin kehittäminen ja digiloikka,185200.0,3384.0,800.0,26499.0,9760.0,603.0,0.0,0.0,0.0,0.0,0.0,226246.0,0.0,0.0,0.0,0.0,0.0,0.0,-226246.0,74.55286884614495
48Optima samkommunNya vägar för studier och examen,84415.0,50.0,20.0,5310.0,5735.0,4595.0,0.0,0.0,0.0,0.0,0.0,100125.0,0.0,25031.0,0.0,0.0,0.0,25031.0,-75094.0,46.85970872381855
48Invalidisäätiö/ Keskuspuiston ammattiopistoAsennetta Tekoihin,156718.0,1569.0,0.0,13787.0,9820.0,2450.0,0.0,0.0,0.0,0.0,0.0,184344.0,0.0,46086.0,0.0,0.0,0.0,46086.0,-138258.0,45.14840270251454
48Keski-Uudenmaan koulutuskuntayhtymäOsaaminen näkyväksi ja valinnat sujuviksi,204422.0,1319.0,1315.0,2605.0,7921.0,1606.0,0.0,0.0,0.0,0.0,0.0,219188.0,0.0,69188.0,0.0,0.0,0.0,69188.0,-150000.0,41.17817110801372
48Ami-säätiöOsaamisen kumppanit (OSKU),174758.0,3008.0,1890.0,32945.0,2836.0,7354.0,0.0,0.0,0.0,0.0,0.0,222791.0,0.0,55698.0,0.0,0.0,0.0,55698.0,-167093.0,42.975224249224475
48Koulutuskeskus Salpaus - kuntayhtymäValidointitehtävä – osaavaa arviointia,135887.0,120.0,200.0,26923.0,11918.0,0.0,0.0,0.0,0.0,0.0,0.0,175048.0,0.0,52048.0,0.0,0.0,0.0,52048.0,-123000.0,43.636669571076844
"48Koulutuskeskus Salpaus -kuntayhtymäTEPPO - Tiedonhallinnalla edellytyksiä prosesseille, poluille ja osaamiselle",289604.0,0.0,0.0,1917.0,7183.0,2752.0,0.0,0.0,0.0,0.0,0.0,301456.0,0.0,106456.0,0.0,0.0,0.0,106456.0,-195000.0,30.213664476092724
48Keski-Pohjanmaan koulutusyhtymäPARVESSA PAREMPI,123558.0,4208.0,200.0,22621.0,13206.0,8668.0,0.0,0.0,0.0,0.0,0.0,172461.0,0.0,42987.0,0.0,0.0,0.0,42987.0,-129474.0,45.407814854979925
48Ylä-Savon ammattiopistoDigilaukalla hevosalan osaajaksi,105658.0,959.0,0.0,9191.0,4216.0,6005.0,0.0,0.0,0.0,0.0,0.0,126029.0,0.0,31507.0,0.0,0.0,0.0,31507.0,-94522.0,46.442344237155815
48Invalidisäätiö/Keskuspuiston ammattiopistoTehoa Telmaan Työllistymällä,113445.0,3275.0,0.0,4927.0,14836.0,1860.0,0.0,0.0,0.0,0.0,0.0,138343.0,0.0,36704.0,0.0,0.0,0.0,36704.0,-101639.0,46.40711396749444
48Espoon seudun koulutuskuntayhtymä OmniaLENTOON!,82884.0,0.0,0.0,10837.0,2458.0,641.0,0.0,0.0,0.0,0.0,0.0,96820.0,0.0,24205.0,0.0,0.0,0.0,24205.0,-72615.0,46.77831075980218
48Satakunnan koulutuskuntayhtymäYTOläpsy - Yksilöllinen oppiminen ja digitaaliset ratkaisut läpäisyn vauhdittajina,171433.0,18618.0,0.0,0.0,8426.0,1557.0,0.0,0.0,0.0,0.0,0.0,200034.0,0.0,0.0,0.0,0.0,0.0,0.0,-200034.0,70.18705322831785
48Helmi LiiketalousopistoYritysLab Finland,153476.0,6121.0,248.0,21907.0,23964.0,927.0,0.0,0.0,0.0,0.0,0.0,206643.0,0.0,51661.0,0.0,0.0,0.0,51661.0,-154982.0,44.5195011454256
48Hengitysliitto ry / Ammattiopisto LuoviOpin duunissa,164189.0,6493.0,1200.0,6321.0,5738.0,0.0,0.0,0.0,0.0,0.0,0.0,183941.0,0.0,48941.0,0.0,0.0,0.0,48941.0,-135000.0,45.13713314890992
48Etelä-Karjalan koulutuskuntayhtymä / Saimaan ammattiopisto SampoOsaaja diggaa,137802.0,23135.0,214.0,11985.0,6687.0,2061.0,0.0,0.0,0.0,0.0,0.0,181884.0,0.0,45471.0,0.0,0.0,0.0,45471.0,-136413.0,41.54516424902782
48Suomen Urheiluopiston kannatusosakeyhtiöUrheiluopistopedagogiikka: 24/7,73886.0,17333.0,0.0,13175.0,7722.0,4434.0,0.0,0.0,0.0,0.0,0.0,116550.0,116550.0,0.0,0.0,0.0,0.0,116550.0,0.0,43.136910669861805
48Svenska Österbottens förbund för utbildning o kultur/Yrkesakademin i ÖsterbottenVi gör tillsammans,89841.0,625.0,124.0,1388.0,1481.0,1301.0,0.0,0.0,0.0,0.0,0.0,94760.0,0.0,24260.0,0.0,0.0,0.0,24260.0,-70500.0,46.8783204339856
48Hyria koulutus Oy Aha! - Asiakkuus haltuun!,180453.0,1638.0,0.0,12005.0,3352.0,473.0,0.0,0.0,0.0,0.0,0.0,197921.0,0.0,49480.0,0.0,0.0,0.0,49480.0,-148441.0,44.584192249021065
48Pohjois-Karjalan koulutuskuntayhtymäLisätty todellisuus ja virtuaaliset oppimisympäristöt,114733.0,34307.0,0.0,64967.0,3908.0,2144.0,0.0,0.0,0.0,0.0,0.0,220059.0,0.0,55059.0,0.0,0.0,0.0,55059.0,-165000.0,33.198496963088
48Helsinki Business College Oy/ Suomen Liikemiesten KauppaopistoPopUpCollege,150126.0,8957.0,11222.0,16582.0,2506.0,3509.0,0.0,0.0,0.0,0.0,0.0,192902.0,0.0,48752.0,0.0,0.0,0.0,48752.0,-144150.0,43.67958375828289
"48Oulun seudun koulutuskuntayhtymä, Oulun seudun ammattiopistoDigOsPe",98665.0,5490.0,0.0,3083.0,7422.0,1922.0,0.0,0.0,0.0,0.0,0.0,116582.0,0.0,0.0,0.0,0.0,0.0,0.0,-116582.0,77.78540169626294
48Koulutuskeskus Salpaus -kuntayhtymäRocket 2020 -Rohkeasti Amis,150468.0,604.0,0.0,26555.0,7643.0,8620.0,0.0,0.0,0.0,0.0,0.0,193890.0,0.0,56265.0,0.0,0.0,0.0,56265.0,-137625.0,42.85036823091766
48Jyväskylän koulutuskuntayhtymäOsaamisen elävä asiakirja,131083.0,12939.0,0.0,6575.0,2566.0,0.0,0.0,0.0,0.0,0.0,0.0,153163.0,0.0,38214.0,0.0,0.0,0.0,38214.0,-114949.0,45.383140806460304
48Koulutuskuntayhtymä TavastiaKiltakoulut reformiin,165719.0,1177.0,0.0,13617.0,7182.0,5418.0,0.0,0.0,0.0,0.0,0.0,193113.0,0.0,50613.0,0.0,142500.0,0.0,193113.0,0.0,39.315213593078205
48Kiipulasäätiö/Kiipulan ammattiopistoVarmuutta Valmasta,216935.0,21385.0,575.0,8000.0,17861.0,1259.0,0.0,0.0,0.0,0.0,0.0,266015.0,0.0,0.0,0.0,0.0,0.0,0.0,-266015.0,60.96287908068759
48Rovaniemen koulutuskuntayhtymäPedaLean,153875.0,481.0,4252.0,4000.0,8912.0,543.0,0.0,0.0,0.0,0.0,0.0,172063.0,0.0,52063.0,0.0,0.0,0.0,52063.0,-120000.0,43.95815260647445
48Koulutuskuntayhtymä TavastiaVERTUe - Ohjaten ja vertaistukien ammattilaiseksi ,214188.0,0.0,0.0,282.0,1304.0,92.0,0.0,0.0,0.0,0.0,0.0,215866.0,0.0,66991.0,0.0,148875.0,0.0,215866.0,0.0,34.0613971222093
48Etelä-Karjalan koulutuskuntayhtymä/Saimaan ammattiopisto SampoDigitutor,169048.0,11900.0,0.0,4728.0,5735.0,1370.0,0.0,0.0,0.0,0.0,0.0,192781.0,0.0,48195.0,0.0,0.0,0.0,48195.0,-144586.0,44.77143416167943
48Länsirannikon Koulutus Oy WinNova TEKNO24/7,245715.0,4248.0,0.0,8815.0,3505.0,20723.0,0.0,0.0,0.0,0.0,0.0,283006.0,0.0,0.0,0.0,0.0,0.0,0.0,-283006.0,72.69955910107569
48Lounais-Hämeen ammatillisen koulutuksen kySIMO- Simulaatiolla moniosaajuutta isännöintiin ja kiinteistöjen kunnossapitoon,110804.0,2320.0,0.0,4361.0,863.0,342.0,0.0,0.0,0.0,0.0,0.0,118690.0,0.0,29672.0,0.0,0.0,0.0,29672.0,-89018.0,46.67718556864008
48Kotkan-Haminan seudun koulutuskuntayhtymäOsaamispolun jatkumo,190640.0,578.0,0.0,8036.0,9555.0,0.0,0.0,0.0,0.0,0.0,0.0,208809.0,0.0,0.0,0.0,0.0,0.0,0.0,-208809.0,74.22573020774732
48Vaasan kaupunki/Vaasan ammattiopistoREKO-reformia kohti,320288.0,27266.0,90.0,5131.0,6987.0,2857.0,0.0,0.0,0.0,0.0,0.0,362619.0,0.0,100119.0,0.0,0.0,0.0,100119.0,-262500.0,30.83227605375877
48Pohjois-Karjalan koulutuskuntayhtymäOpiskeluhuolto työpaikoille,116015.0,3007.0,0.0,12327.0,7179.0,0.0,0.0,0.0,0.0,0.0,0.0,138528.0,0.0,38404.0,0.0,0.0,0.0,38404.0,-100124.0,46.14440503111747
48Keski-Uudenmaan koulutuskuntayhtymäLOOK - Luodaan onnistunut opiskelijakokemus,219740.0,5944.0,1481.0,12523.0,7625.0,4767.0,0.0,0.0,0.0,0.0,0.0,252080.0,0.0,0.0,0.0,0.0,0.0,0.0,-252080.0,74.28595707507971
50Itä-Suomen yliopistoseura ry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515
50Karjalan Evankelinen Seura ry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515
50Varsinais-Suomen Aikuiskoulutussäätiö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515
50Snellman-korkeakoulun kannatusyhdistys ry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515
50Karstulan Evankelisen Kansanopiston Kannatusyhdistys ry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515
50Keski-Pohjanmaan korkeakouluyhdistys ry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515
"51Etelä-Karjalan koulutuskuntayhtymä, Saimaan ammattiopisto SampoVETO-REF, Laatua koulutusprosessien tuloksellisuuteen ja vaikuttavuuteen reformin hengessä",71990.0,542.0,0.0,7193.0,10778.0,3996.0,0.0,6347.0,0.0,0.0,0.0,100846.0,0.0,0.0,0.0,0.0,0.0,0.0,-100846.0,47.75445377410241
51Helsingin Diakonissalaitos / Helsingin DiakoniaopistoYhdessä eteenpäin 5 - laatustrategian toimeenpanon tuki 2017,114461.0,3697.0,0.0,7508.0,9642.0,1502.0,0.0,3000.0,0.0,0.0,0.0,139810.0,0.0,0.0,0.0,0.0,0.0,0.0,-139810.0,71.95829505027837
51Hengitysliitto ry / Ammattiopisto LuoviTietoa kaikille!,57875.0,0.0,0.0,4975.0,7698.0,0.0,0.0,5348.0,0.0,0.0,0.0,75896.0,0.0,0.0,0.0,0.0,0.0,0.0,-75896.0,56.70716556566568
51Jyväskylän koulutuskuntayhtymäSamassa veneessä 4 - Asiakkaat airoihin,110890.0,206.0,0.0,7157.0,5898.0,0.0,0.0,9605.0,0.0,0.0,0.0,133756.0,0.0,0.0,0.0,0.0,0.0,0.0,-133756.0,46.38489192509464
51Länsirannikon koulutus Oy WinNovaHyvin tekemistä länteen 2017,122691.0,1010.0,87.0,6215.0,4733.0,3720.0,0.0,6500.0,0.0,0.0,0.0,144956.0,0.0,0.0,0.0,0.0,0.0,0.0,-144956.0,47.041185245341886
51Sastamalan koulutuskuntayhtymäLEANilla tulosta,81235.0,472.0,0.0,8752.0,4346.0,1692.0,0.0,3103.0,0.0,0.0,0.0,99600.0,0.0,0.0,0.0,0.0,0.0,0.0,-99600.0,72.16464758194822
51Tampereen Aikuiskoulutussäätiö sr/Tampereen AikuiskoulutuskeskusHukka pois,83183.0,1076.0,0.0,1096.0,3000.0,172.0,0.0,5022.0,0.0,0.0,0.0,93549.0,0.0,0.0,0.0,0.0,0.0,0.0,-93549.0,58.305141648694885
51Oulun seudun koulutuskuntayhtymäLaatusampo 4,118230.0,1053.0,0.0,8896.0,11833.0,3270.0,0.0,4212.0,0.0,0.0,0.0,147494.0,1530.0,0.0,0.0,0.0,0.0,1530.0,-145964.0,64.8332947735914
51Suomen Urheiluopiston KannatusosakeyhtiöLaadunhallinnan toimeenpano urheiluopistojen arkeen LATUA!3 - hanke ,81123.0,0.0,0.0,4600.0,4870.0,4637.0,902.0,35656.0,0.0,0.0,0.0,131788.0,0.0,0.0,0.0,0.0,0.0,0.0,-131788.0,26.59177134784094
"51Keski-Uudenmaan koulutuskuntayhtymäLARK 6 - Laatua ammatillisen koulutukseen arkeen, latua reformille",155327.0,200.0,0.0,7673.0,6757.0,5869.0,0.0,7847.0,0.0,0.0,0.0,183673.0,0.0,0.0,0.0,0.0,0.0,0.0,-183673.0,46.74067972512218
51Turun konservatorion kannatusyhdistys ry.Konservatorioiden kehittyvä vertaisarviointi ,90400.0,582.0,4342.0,7400.0,17041.0,3767.0,2702.0,4400.0,0.0,0.0,0.0,130634.0,0.0,0.0,0.0,0.0,0.0,0.0,-130634.0,60.273441345869216
51Kalajoen Kristillinen OpistoLaadulla reformiin!,48743.0,1236.0,0.0,7841.0,4064.0,0.0,570.0,6078.0,0.0,0.0,0.0,68532.0,0.0,0.0,0.0,0.0,0.0,0.0,-68532.0,48.479114356605834
51Svenska Österbottens förbund för utbildning o kultur/Yrkesakademin i ÖsterbottenBotnia Quality 2.0,71529.0,290.0,0.0,3580.0,5242.0,362.0,200.0,5000.0,0.0,0.0,0.0,86203.0,0.0,0.0,0.0,0.0,21779.0,21779.0,-64424.0,46.39014407388379
51Pohjois-Karjalan koulutuskuntayhtymäLOISTE IV,92630.0,0.0,0.0,4336.0,9212.0,96.0,0.0,5041.0,0.0,0.0,0.0,111315.0,0.0,0.0,0.0,0.0,0.0,0.0,-111315.0,59.461973786733864
51Kiinteistöalan Koulutussäätiö srELO -VAPA: Elinkeinoelämän oppilaitosten koulutusten vaikuttavuuden parantaminen työelämässä,73297.0,0.0,100.0,1301.0,1744.0,52.0,0.0,5000.0,0.0,0.0,0.0,81494.0,0.0,0.0,0.0,0.0,0.0,0.0,-81494.0,57.95327179801722
53Seinäjoen koulutuskuntayhtymäHuippu-urheilijan joustavat opintopolut 5,4518.0,0.0,0.0,0.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,4816.0,0.0,0.0,0.0,0.0,0.0,0.0,-4816.0,98.22063634104087
53Hyria koulutus Oy Urheilijoiden ammatillisen koulutuksen järjestäminen,8109.0,3602.0,0.0,13538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25249.0,0.0,0.0,0.0,0.0,0.0,0.0,-25249.0,78.96131783607059
