unique,personnel-costs-row.amount,material-costs-row.amount,rent-costs-row.amount,service-purchase-costs-row.amount,steamship-costs-row.amount,other-costs-row.amount,equipment-costs-row.amount,coordination-costs-row.amount,other-costs-row-2.amount,personnel-costs-row.amount-18,material-costs-row.amount-18,menotamount,project-incomes-row.amount,own-income-row.amount,eu-programs-income-row.amount,other-public-financing-income-row.amount,private-financing-income-row.amount,tulotamount,summaamount,SummienTodennakoisyys
53Helsingin kaupungin opetusvirastoUrheilijoiden ammatillisen peruskoulutuksen järjestäminen,31099.0,0.0,0.0,0.0,778.0,2060.0,0.0,0.0,0.0,0.0,0.0,33937.0,0.0,0.0,0.0,0.0,0.0,0.0,-33937.0,94.61049175920445
53Jyväskylän KoulutuskuntayhtymäUrheilijoiden ammatillisen koulutuksen erityistehtävän järjestäminen,46521.0,25719.0,7600.0,43652.0,14474.0,2849.0,9837.0,32881.0,0.0,0.0,0.0,183533.0,8000.0,0.0,0.0,128000.0,69043.0,205043.0,21510.0,15.139872672368986
53Rovaniemen koulutuskuntayhtymäHuipulle urheilussa ja ammatissa,11220.0,806.0,0.0,60.0,435.0,70.0,0.0,0.0,0.0,0.0,0.0,12591.0,0.0,0.0,0.0,10000.0,0.0,10000.0,-2591.0,52.210403023139584
53Koulutuskeskus Salpaus -kuntayhtymäUrheilijoiden ammatillisen peruskoulutuksen järjestäminen,35527.0,615.0,1236.0,2992.0,1473.0,10000.0,0.0,17764.0,0.0,0.0,0.0,69607.0,0.0,0.0,0.0,0.0,0.0,0.0,-69607.0,42.550900955896665
53Oulun seudun koulutuskuntayhtymäUrheiluvalmennuksen erityispalvelut osana ammatillista peruskoulutusta,30579.0,0.0,0.0,21240.0,1412.0,80.0,0.0,0.0,0.0,0.0,0.0,53311.0,0.0,0.0,0.0,0.0,0.0,0.0,-53311.0,79.10131738238034
53Savon ammatti- ja aikuisopistoUrheilijoiden ammatillinen koulutus,50874.0,0.0,4273.0,37832.0,1089.0,584.0,0.0,0.0,0.0,0.0,0.0,94652.0,0.0,0.0,0.0,0.0,0.0,0.0,-94652.0,77.05288296720953
"53Turun kaupunki, Sivistystoimiala, Turun kasvatus- ja opetusvirastoUrheilijoiden ammatillinen peruskoulutus / Turun Seudun Urheiluakatemia",34143.0,0.0,0.0,7000.0,0.0,0.0,0.0,13634.0,0.0,0.0,0.0,54777.0,0.0,0.0,0.0,11778.0,0.0,11778.0,-42999.0,44.691390776828094
53Valtakunnallinen valmennus- ja liikuntakeskus oyOpiskelun ja huippu-urheilun yhdistämisen mahdollistaminen ammatillisessa peruskoulutuksessa,52432.0,0.0,26810.0,2100.0,540.0,1350.0,0.0,16160.0,0.0,0.0,0.0,99392.0,0.0,0.0,0.0,0.0,0.0,0.0,-99392.0,34.89926910937269
53Helmi Liiketalousopisto OyUrheilijoiden ammatillisen peruskoulutuksen järjestäminen,71743.0,5085.0,840.0,15231.0,756.0,47.0,0.0,0.0,0.0,0.0,0.0,93702.0,0.0,0.0,0.0,0.0,0.0,0.0,-93702.0,79.06249939458272
53Tampereen kaupunki/Tampereen seudun ammattiopistoUrheilijoiden ammatillisen peruskoulutuksen järjestäminen,94897.0,429.0,0.0,12999.0,1636.0,0.0,0.0,0.0,0.0,0.0,0.0,109961.0,0.0,0.0,0.0,0.0,0.0,0.0,-109961.0,82.68120197663761
53Kotkan-Haminan seudun koulutuskuntayhtymäUrheilijoiden ammatillisen peruskoulutuksen järjestäminen,14167.0,0.0,0.0,10820.0,74.0,1027.0,0.0,0.0,0.0,0.0,0.0,26088.0,0.0,0.0,0.0,0.0,0.0,0.0,-26088.0,92.29827362468711
"56Oulun seudun koulutuskuntayhtymäAmmattikoulutus: työelämälähtöiset kokeilut. Sosiaali-, terveys- ja liikunta-alan sekä tekniikan ja liikenteen alaan kuuluvien kokeilujen toimeenpanon edistäminen ja koordinaatiotehtävä.",56639.0,0.0,269.0,0.0,7000.0,6092.0,0.0,0.0,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,-70000.0,78.30167368103831
57Pyhännän kuntaTutortoimintaa Pyhännälle,0.0,0.0,0.0,1000.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,-1650.0,98.12203558376284
57Pyhärannan kuntaTutoropettajien koulutus ja osaamisen kehittäminen- Vakka-Suomen opstutorit/Pyhäranta,1317.0,0.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758.0,1200.0,0.0,0.0,0.0,0.0,1200.0,-558.0,97.78009910201209
57Pyhtään kuntaTutoropettajat osaajiksi,1850.0,0.0,0.0,1413.0,447.0,26.0,0.0,0.0,0.0,0.0,0.0,3736.0,0.0,0.0,0.0,0.0,0.0,0.0,-3736.0,98.27464542079377
"57Raahen kaupunki, opetustoimiTutor tueksi tunnille I - hanke",0.0,104.0,0.0,5146.0,3814.0,6334.0,0.0,0.0,0.0,0.0,0.0,15398.0,0.0,0.0,0.0,0.0,0.0,0.0,-15398.0,78.94772066622626
57Rääkkylän kuntaTutorien koulutus ja osaamisen kehittäminen,1458.0,0.0,0.0,628.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,2290.0,1200.0,0.0,0.0,0.0,0.0,1200.0,-1090.0,97.89648259122296
57Raision kaupunkiTaitavat digitutorit,11095.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,11116.0,0.0,0.0,0.0,0.0,0.0,0.0,-11116.0,98.186955194486
57Reisjärven kuntaTutoropettajien koulutus ja osaamisen kehittäminen,800.0,0.0,0.0,2000.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,3003.0,0.0,0.0,0.0,0.0,0.0,0.0,-3003.0,98.17778303895918
57Ranuan kuntaTutoropettajien koulutus ja osaamisen kehittäminen,146.0,0.0,0.0,0.0,883.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,-1029.0,97.78921217038831
57Ristijärven kuntaTutoreille tueksi tietoa ja taitoa,1000.0,0.0,0.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1772.0,1200.0,0.0,0.0,572.0,0.0,1772.0,0.0,96.98520302762672
57Rovaniemen kaupunkiArticTutors,7976.0,345.0,73.0,23291.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,31722.0,0.0,0.0,0.0,0.0,0.0,0.0,-31722.0,78.69601064122588
57Ruoveden kuntaPirkanmaan tutoropettajien koulutusohjelma/Ruoveden kunta,0.0,0.0,0.0,1658.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1753.0,0.0,0.0,0.0,0.0,0.0,0.0,-1753.0,98.12179053420769
57Ruskon kuntaErkolla tutoriksi,0.0,0.0,0.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,-5500.0,96.9451195920293
57Sastamalan kaupunkiPirkanmaan tutoropettajien koulutusohjelma,4121.0,21.0,0.0,7091.0,1446.0,288.0,0.0,0.0,0.0,0.0,0.0,12967.0,0.0,0.0,0.0,0.0,0.0,0.0,-12967.0,95.78918453372103
"57Savonlinnan kaupunkiPeruskoulun Tutorit opissa, Savonlinna 2017-2018",14838.0,0.0,0.0,1595.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,16855.0,0.0,0.0,0.0,0.0,0.0,0.0,-16855.0,98.42231661520469
57Suomussalmen kuntaTUTKO - hanke   tutoropettajien koulutus ja osaamisen kehittäminen,2144.0,0.0,0.0,4240.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6388.0,3600.0,0.0,0.0,2788.0,0.0,6388.0,0.0,77.64473639048516
57Sysmän kuntaKärkihanke 1 - hakuryhmä 1:Tutoropettajien koulutus ja osaamisen kehittäminen,270.0,0.0,0.0,0.0,185.0,600.0,0.0,0.0,0.0,0.0,0.0,1055.0,0.0,0.0,0.0,0.0,0.0,0.0,-1055.0,97.9941401478606
"57Tammelan kunta, SivistystoimiHakuryhmä 1: Tutoropettajien koulutus ja osaamisen kehittäminen",3327.0,0.0,0.0,1166.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,-4500.0,98.16155022801051
57Pälkäneen kuntaPirkanmaan tutoropettajien koulutusohjelma,1560.0,0.0,0.0,1800.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,3512.0,0.0,0.0,0.0,0.0,0.0,0.0,-3512.0,98.19165984384293
"57Tampereen kaupunki, Vapeha,Pirkanmaan tutoropettajien koulutusohjelma",135186.0,538.0,0.0,21731.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,158046.0,0.0,0.0,0.0,0.0,0.0,0.0,-158046.0,77.55880609192677
57Pertunmaan kuntaPertunmaan tutoropettajan kouluttaminen kunnan koulujen tarpeisiin,895.0,0.0,0.0,690.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,1792.0,0.0,0.0,0.0,0.0,0.0,0.0,-1792.0,98.1953445302005
57Tampereen kristillinen koulu/Suomen AdventtikirkkoSuomen Adventtikirkon tutoropettajien koulutusohjelma,687.0,0.0,0.0,3051.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,4040.0,0.0,0.0,0.0,0.0,0.0,0.0,-4040.0,98.0548571661412
57Tampereen Steiner-kouluyhdistys ryTope-koulutus 2017-18,2841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2841.0,0.0,0.0,0.0,0.0,0.0,0.0,-2841.0,98.06898885112466
"57Turun kaupunki, sivistystoimialaSchola Tutor Aboensis",32622.0,0.0,0.0,14442.0,169.0,275.0,0.0,0.0,0.0,0.0,0.0,47508.0,0.0,0.0,0.0,0.0,0.0,0.0,-47508.0,88.13407481280751
57Petäjäveden kuntaPetäjäveden tutoropettajien koulutus ja osaamisen kehittäminen,17894.0,0.0,0.0,563.0,109.0,51.0,0.0,0.0,0.0,0.0,0.0,18617.0,2400.0,0.0,0.0,6181.0,0.0,8581.0,-10036.0,69.54979636521887
"57Alajärven kaupunki, SivistyslautakuntaOppia ikä kaikki",0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,-420.0,98.03968032974792
57Turun seudun steinerkouluyhdistys ryUusi peruskoulu- ohjelma,532.0,0.0,0.0,500.0,179.0,299.0,0.0,0.0,0.0,0.0,0.0,1510.0,0.0,0.0,0.0,1200.0,300.0,1500.0,-10.0,94.47490117134026
57Tuusulan kuntaTutoropettaja uuden opetussuunnitelman tukena,16963.0,50.0,0.0,11307.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,28337.0,0.0,0.0,0.0,0.0,0.0,0.0,-28337.0,92.61637687010489
57Tyrnävän kuntaTukea tutorista-virtaa verkostosta Tyrnävällä,2222.0,0.0,0.0,4649.0,1667.0,0.0,0.0,0.0,0.0,0.0,0.0,8538.0,0.0,0.0,0.0,0.0,0.0,0.0,-8538.0,96.14666794478727
57Uudenkaupungin kaupunki / SivistyspalvelukeskusVakka-Suomen tutoropettajien koulutus ja osaamisen kehittäminen / Uusikaupunki,108.0,0.0,0.0,10897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11005.0,4629.0,0.0,0.0,0.0,0.0,4629.0,-6376.0,84.12778426164256
57Ulvilan kaupunkiTutoropettajan /koulujen digitutoreiden  koulutushanke,0.0,0.0,0.0,1395.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1436.0,5800.0,0.0,0.0,0.0,0.0,5800.0,4364.0,84.43402909639259
57Vaasan kaupungin sivistystoimiVaasan kehittäjätehdas,16494.0,0.0,0.0,5769.0,779.0,0.0,0.0,0.0,0.0,0.0,0.0,23042.0,0.0,0.0,0.0,0.0,0.0,0.0,-23042.0,97.29193167020901
57Haapaveden kaupunkiTutorkoulutus Haapavesi,3000.0,0.0,0.0,386.0,154.0,560.0,0.0,0.0,0.0,0.0,0.0,4100.0,3700.0,0.0,0.0,0.0,0.0,3700.0,-400.0,92.87586482096394
"57Forssan kaupunki, Sivistys- ja tulevaisuustoimialaTutorit Työn Tueksi",327.0,74.0,0.0,4876.0,410.0,57.0,0.0,0.0,0.0,0.0,0.0,5744.0,0.0,0.0,0.0,0.0,0.0,0.0,-5744.0,97.60615716435194
57Valkeakosken kaupunkiPirkanmaan tutoropettajien koulutusohjelma/ Valkeakoski,5136.0,0.0,0.0,4304.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,10250.0,0.0,0.0,0.0,0.0,0.0,0.0,-10250.0,97.73350634932885
57Vantaan kaupunkiTutoropettajien koulutus ja osaamisen kehittäminen,32588.0,0.0,0.0,61206.0,2334.0,20098.0,0.0,0.0,0.0,0.0,0.0,116226.0,108875.0,0.0,0.0,0.0,0.0,108875.0,-7351.0,42.383887735634566
57Vesannon yhtenäiskouluOPS2016 todeksi.,154.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,-291.0,98.07605999389548
57Pieksämäen kaupunkiTutoropettajien koulutus ja osaamisen kehittäminen,3641.0,0.0,0.0,4941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8582.0,0.0,0.0,0.0,0.0,0.0,0.0,-8582.0,97.32692387056237
57Vesilahden kuntaPirkanmaan tutoropettajien koulutusohjelma,2524.0,0.0,0.0,1777.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,-4500.0,98.24047686074864
57Rautjärven kuntaTietotaitoa bitteihin,500.0,0.0,0.0,1050.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,-1750.0,98.1979657278757
57Laihian kuntaNuukailematta paras,4659.0,246.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4933.0,0.0,0.0,0.0,0.0,0.0,0.0,-4933.0,96.26567186562848
57Siuntion kuntaMonipuolista tutorointia - opettaja tulevaisuuden taitojen edistäjä,368.0,0.0,0.0,5174.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,5559.0,0.0,0.0,0.0,0.0,0.0,0.0,-5559.0,97.12435727897706
57Utajärven kuntaTukea tutorista - virtaa verkosta!,750.0,0.0,0.0,3200.0,0.0,1143.0,0.0,0.0,0.0,0.0,0.0,5093.0,2400.0,0.0,0.0,0.0,0.0,2400.0,-2693.0,95.10845959897854
57Ylöjärven kaupunkiPirkanmaan tutoropettajien koulutusohjelma,9253.0,0.0,242.0,9338.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,19835.0,0.0,0.0,0.0,0.0,0.0,0.0,-19835.0,92.89230632465096
57Taipalsaaren kuntaTaipalsaaren tutoropettajien koulutus,564.0,0.0,0.0,3457.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,4099.0,0.0,0.0,0.0,0.0,0.0,0.0,-4099.0,97.83672078332258
57Hyrynsalmen kuntaHyrynsalmen tutoropettajien koulutus,0.0,0.0,0.0,1145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145.0,0.0,0.0,0.0,0.0,0.0,0.0,-1145.0,98.06936125903407
"57Pyhäjoen kuntaTutoreiden koulutus, Pyhäjoki",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515
57Oulaisten kaupunkiOulaisten digitutorkoulutus 2017,5263.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,5361.0,0.0,0.0,0.0,0.0,0.0,0.0,-5361.0,98.17736858078229
57Oripään kuntaOripään kunnan tutoropettajakoulutus,493.0,0.0,0.0,0.0,544.0,395.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,0.0,0.0,0.0,0.0,0.0,-1432.0,98.10195854529839
57Orimattilan kaupunkiTutoropettajien koulutus,5516.0,344.0,0.0,4466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10326.0,0.0,0.0,0.0,0.0,0.0,0.0,-10326.0,94.64075233724404
57Nousiaisten kuntaNousiaisten tutoropettajien koulutus,0.0,0.0,0.0,3510.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,3806.0,3600.0,0.0,0.0,0.0,0.0,3600.0,-206.0,93.05664237890134
57Nakkilan kuntaNakkilan katse kohti digikoulua,5726.0,0.0,0.0,605.0,210.0,395.0,0.0,0.0,0.0,0.0,0.0,6936.0,0.0,0.0,0.0,0.0,0.0,0.0,-6936.0,98.29547685945823
57Mustasaaren kuntaTutoropettajien koulutus ja osaamisen kehittäminen,1983.0,0.0,0.0,719.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,2794.0,0.0,0.0,0.0,0.0,0.0,0.0,-2794.0,98.17608382115182
57Muhoksen kuntaKärkihanke 1 - hakuryhmä 1: Tutoropettajien koulutus ja osaamisen kehittäminen,1903.0,0.0,0.0,4000.0,609.0,1246.0,0.0,0.0,0.0,0.0,0.0,7758.0,5600.0,0.0,0.0,0.0,0.0,5600.0,-2158.0,84.06482148655482
57Mikkelin kaupunki / opetustoimiMikkelin tutorit,24544.0,0.0,0.0,1314.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,26150.0,0.0,0.0,0.0,19200.0,0.0,19200.0,-6950.0,46.81516932719823
57Merijärven kuntaTukea tutorista- virtaa verkosta!,392.0,0.0,0.0,1000.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,1713.0,0.0,0.0,0.0,0.0,0.0,0.0,-1713.0,98.22017303962228
57Maunulan yhteiskouluTutoropettajien koulutus ja osaamisen kehittäminen,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,98.07262801694918
57Mäntyharjun kuntaTutorkoulutus tueksi,722.0,0.0,0.0,1380.0,1096.0,0.0,0.0,0.0,0.0,0.0,0.0,3198.0,0.0,0.0,0.0,0.0,0.0,0.0,-3198.0,97.6812510605266
57Mänttä-Vilppulan sivistystoimiTutoropettajien koulutus ja osaamisen kehittäminen - Taidekaupungin digiloikka,2822.0,0.0,0.0,3240.0,1143.0,179.0,0.0,0.0,0.0,0.0,0.0,7384.0,0.0,0.0,0.0,0.0,0.0,0.0,-7384.0,97.61193898377734
57Mäntsälän kuntaTutoropettajien koulutus ja osaamisen kehittäminen,52512.0,0.0,0.0,5739.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,58285.0,11000.0,0.0,0.0,0.0,0.0,11000.0,-47285.0,78.98513857572229
57Kemijärven kaupungin perusopetusTutoropettajien koulutus ja osaaminen Kemijärvellä,0.0,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,-4500.0,81.57498946890611
57Hausjärven kuntaHausjärven tutor-opettajien koulutus ja osaamisen kehittämishanke,938.0,0.0,0.0,3690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4628.0,0.0,0.0,0.0,0.0,0.0,0.0,-4628.0,97.71418469065576
57Limingan kuntaTutoreiden digispurtti,547.0,8.0,0.0,8683.0,1434.0,2.0,0.0,0.0,0.0,0.0,0.0,10674.0,0.0,0.0,0.0,0.0,0.0,0.0,-10674.0,94.45976193423665
57Leppävirran kuntaHanke 1 Tutor-opettajien koulutus,923.0,0.0,0.0,5378.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6311.0,0.0,0.0,0.0,0.0,0.0,0.0,-6311.0,97.04961032406706
57Liedon kuntaStuudor-hanke,3988.0,0.0,0.0,8291.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,-12288.0,95.18931550853709
57Lempäälän kuntaPirkanmaan tutoropettajien koulutusohjelma,14313.0,0.0,0.0,0.0,0.0,6035.0,0.0,0.0,0.0,0.0,0.0,20348.0,0.0,0.0,0.0,0.0,0.0,0.0,-20348.0,79.03669288336128
57Lapuan kaupunkiKollegakin osaa,5602.0,0.0,0.0,1621.0,1030.0,66.0,0.0,0.0,0.0,0.0,0.0,8319.0,0.0,0.0,0.0,0.0,0.0,0.0,-8319.0,97.92744688447947
57Lapinlahden kuntaTutoropettajien koulutus,2965.0,19.0,0.0,1715.0,451.0,193.0,0.0,0.0,0.0,0.0,0.0,5343.0,4100.0,0.0,0.0,0.0,0.0,4100.0,-1243.0,91.74967421635856
57Lapinjärven kuntaKoulu ei ole rakennus,75.0,0.0,0.0,1130.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,1297.0,1200.0,0.0,0.0,0.0,0.0,1200.0,-97.0,97.84024173739293
57Laitilan kaupunkiVakka-Suomen tutoropettajien koulutus ja osaamisen kehittäminen,1623.0,0.0,0.0,2645.0,20.0,109.0,0.0,0.0,0.0,0.0,0.0,4397.0,0.0,0.0,0.0,0.0,0.0,0.0,-4397.0,98.02549933513092
57Lahden Rudolf Steiner -koulun Kannatusyhdistys ry.Tutoropettajien koulutus ja osaamisen kehittäminen,1749.0,0.0,0.0,925.0,150.0,51.0,0.0,0.0,0.0,0.0,0.0,2875.0,2875.0,0.0,0.0,0.0,0.0,2875.0,0.0,95.27387836778738
57Kyyjärven kuntaUusi peruskoulu; Kärkihanke 1 -hakuryhmä 1: Tutoropettajien koulutus ja osaamisen kehittäminen,1332.0,0.0,0.0,0.0,153.0,380.0,0.0,0.0,0.0,0.0,0.0,1865.0,1200.0,0.0,0.0,0.0,0.0,1200.0,-665.0,97.80959104257384
57Kymenlaakson steinerkoulun kannatusyhdistys rySteinerpedagoginen Digitutor,173.0,0.0,0.0,500.0,826.0,0.0,0.0,0.0,0.0,0.0,0.0,1499.0,0.0,0.0,0.0,0.0,0.0,0.0,-1499.0,97.93455030375813
57Kurikan kaupunkiKurikan tutoropettajien koulutus,3511.0,0.0,0.0,4585.0,2254.0,14.0,0.0,0.0,0.0,0.0,0.0,10364.0,0.0,0.0,0.0,0.0,0.0,0.0,-10364.0,94.33906390081891
57Kuortaneen kuntaOsaamisen vahvistaminen Kuortaneen perusopetuksessa ,2123.0,0.0,0.0,1335.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,4001.0,0.0,0.0,0.0,0.0,0.0,0.0,-4001.0,98.24708861290816
57Kulosaaren yhteiskoulun osakeyhtiöDigital and pedagogical cooperation - everyone´s cup of tea,1824.0,0.0,0.0,0.0,0.0,1608.0,0.0,0.0,0.0,0.0,0.0,3432.0,0.0,0.0,0.0,0.0,0.0,0.0,-3432.0,96.27560975234663
57Kotkan kaupunkiKotkan perusopetuksen tutoropettajien koulutus,10240.0,0.0,1116.0,11399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22755.0,0.0,0.0,0.0,0.0,0.0,0.0,-22755.0,79.25892830316026
57Kokkolan kaupunkiKokkolan tutorkoulutus,12898.0,11.0,512.0,10164.0,6918.0,0.0,0.0,0.0,0.0,0.0,0.0,30503.0,0.0,0.0,0.0,0.0,0.0,0.0,-30503.0,78.47020509388776
57Kokemäen kaupunkiTutoropettajien koulutus ja osaamisen kehittäminen,3177.0,0.0,0.0,0.0,413.0,570.0,0.0,0.0,0.0,0.0,0.0,4160.0,0.0,0.0,0.0,0.0,0.0,0.0,-4160.0,98.11683409865017
57Pellon kuntaTutoropettajien koulutus ja osaamisen kehittäminen,534.0,0.0,0.0,0.0,143.0,555.0,0.0,0.0,0.0,0.0,0.0,1232.0,0.0,0.0,0.0,0.0,0.0,0.0,-1232.0,98.01263887767148
57Kirkkonummen kuntaOpetuksen ja oppimisen tutorointi - Polku TVT asiantuntijuuteen Kirkkonummella,12902.0,0.0,0.0,15197.0,509.0,524.0,0.0,0.0,0.0,0.0,0.0,29132.0,0.0,0.0,0.0,0.0,0.0,0.0,-29132.0,87.34028571195756
57Kuopion kristillisen päiväkodin ja koulun kannatusyhdistys ryKukrin Tutoropettajakoulutushanke,839.0,0.0,0.0,200.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,-1539.0,92.30906851037402
57Kemin kaupunkiKemin tutoropettajien koulutus ja osaamisen lisääminen,2240.0,59.0,99.0,12178.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,14962.0,0.0,0.0,0.0,7700.0,0.0,7700.0,-7262.0,63.49279277601039
57Oulun kristillinen kasvatus ryTutordigiloikka@Oukris,1532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532.0,0.0,0.0,0.0,0.0,0.0,0.0,-1532.0,98.03682095087672
57Kaustisen kuntaTutoropettajille koulutus Kaustiselle!,1994.0,0.0,0.0,1030.0,877.0,0.0,0.0,0.0,0.0,0.0,0.0,3901.0,0.0,0.0,0.0,0.0,0.0,0.0,-3901.0,97.9851139742858
"57Outokummun kaupunki, Kummun kouluTutoreidemme seudullinen kouluttautuminen",817.0,0.0,0.0,3693.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4512.0,0.0,0.0,0.0,0.0,0.0,0.0,-4512.0,97.71006562098613
57Kannuksen kaupunkiTutoropettajakoulutus / Kannus,1304.0,0.0,0.0,2809.0,381.0,64.0,0.0,0.0,0.0,0.0,0.0,4558.0,0.0,0.0,0.0,0.0,0.0,0.0,-4558.0,98.15313648658137
57Jyväskylän steinerkoulun kannatusyhdistys ryTutoropettajan koulutus ja osaamisen kehittäminen,500.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,-1500.0,97.45422893427472
57Jyväskylän kristillisen koulun yhdistys ryTVT1 - Tutorit Valmentautuvat Taitajiksi,1377.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,1671.0,0.0,0.0,0.0,0.0,0.0,0.0,-1671.0,98.14901338404582
57Juupajoen kuntaPirkanmaan tutoropettajien koulutusohjelma/Juupajoen kunta,323.0,0.0,0.0,850.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,1390.0,0.0,0.0,0.0,0.0,0.0,0.0,-1390.0,98.19110358554256
57Juuan kuntaTutoreita digitueksi,291.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,3291.0,0.0,0.0,0.0,0.0,0.0,0.0,-3291.0,91.00669404407829
57Joensuun steinerkoulun kannatusyhdistys ry.Tutoropettajien koulutus ja osaamisen kehittäminen,525.0,0.0,0.0,720.0,165.0,566.0,0.0,0.0,0.0,0.0,0.0,1976.0,0.0,0.0,0.0,0.0,0.0,0.0,-1976.0,98.0868964893838
57Joensuun kaupunkiTutoropettajien koulutus ja osaamisen kehittäminen / Joensuun kaupunki,47250.0,16.0,0.0,8605.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,55913.0,0.0,0.0,0.0,0.0,0.0,0.0,-55913.0,94.16174352898825
57Järvenpään kaupunki / Lasten ja nuorten palvelualueMe opimme!,3652.0,0.0,504.0,16179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20335.0,0.0,0.0,0.0,0.0,0.0,0.0,-20335.0,79.10555006863424
57Jämsän kaupunkiJämsän DigiOpet 1.0 -kouluttautuminen,3396.0,0.0,0.0,2732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6128.0,7600.0,0.0,0.0,0.0,0.0,7600.0,1472.0,79.07844887109694
